bill_ID,item,quantity
5317,Hamburger,1
5318,Dogfish Head,2
5318,Hot Dog,2
5318,Bell's Two Hearted,3
5319,Hot Dog,1
5320,Spaghetti,1
5321,Grilled Cheese,1
5321,Shakespeare Oatmeal Stout,3
5321,Corona,1
5322,Coke,1
5323,Tsingtao,2
5323,Hop Slam,2
5323,Saison Rue,2
5324,Fat Sandwich,1
5324,Blind Pig IPA,1
5325,Crab,2
5325,Hamburger,2
5326,Penne Vodka,1
5326,Spaghetti,2
5327,Mac n Cheese,2
5328,Grilled Cheese,1
5328,Lemonade,2
5329,Key Lime Pie,1
5329,Grilled Cheese,2
5330,Union Jack,2
5331,Hot Dog,2
5332,Anchor Steam Beer,1
5332,Corona,3
5332,Waffle,1
5333,Fat Sandwich,1
5334,Craftsman Cabernale,4
5335,Guinness,2
5336,Blue Moon,2
5336,Dumplings,2
5337,Pretzels,2
5337,Crab,2
5337,Pretzels,2
5338,Schnickelfritz,2
5339,Stella Artios,2
5339,Red Stripe,1
5340,Corona,2
5341,Craftsman Cabernale,3
5342,Waffle,1
5342,Lobster,1
5342,Fancy Lawnmower,2
5343,Chocolate Cake,1
5343,Lone Star,1
5343,Nachos,2
5344,Heineken,2
5345,Pilsner,2
5345,Wings,2
5345,Pancakes,1
5346,PseudoSue,4
5347,Chocolate Cake,2
5347,PseudoSue,2
5348,Upslope Brown Ale,4
5348,Fancy Lawnmower,1
5349,Hamburger,2
5350,Coors,2
5351,Mountain Dew,2
5351,Pancakes,1
5352,Samuel Adams,4
5352,Uncle Jacob's Stout,1
5353,Pretzels,1
5353,Hop Slam,2
5354,Cold Mountain Winter Ale,1
5354,Pancakes,2
5354,Pretzels,1
5355,Miller Light,3
5356,Stella Artios,3
5356,Hot Dog,2
5356,Pretzels,1
5357,Dogfish Head,2
5358,Coke,1
5359,Hamburger,2
5359,Cheesesteak,1
5360,Buffalo Chicken Sandwich,1
5360,Hoegaarden,1
5361,Fat Sandwich,1
5362,Pabst Blue Ribbon,1
5362,Waffle,2
5363,Nugget Nectar,3
5363,Wings,2
5364,Bacon Egg and Cheese,2
5365,Union Jack,1
5366,Nugget Nectar,2
5366,Fat Sandwich,1
5366,Surly Brewing Darkness,3
5367,Hop Slam,2
5368,Hot Dog,2
5369,Wings,1
5369,Coffee,2
5369,Spaghetti,1
5370,Hop Slam,4
5370,Buffalo Chicken Sandwich,2
5370,Soup,1
5371,Dale's Pale Ale,1
5371,Lobster,1
5371,Fat Tire,4
5372,Fat Tire,1
5373,Shakespeare Oatmeal Stout,3
5374,Saison Rue,1
5375,Celis White,2
5375,Lobster,1
5375,French Dip,2
5376,French Dip,2
5377,Cheesecake,1
5378,Wings,2
5378,Stella Artios,4
5379,Wings,2
5380,Pancakes,1
5380,Schnickelfritz,1
5380,Pabst Blue Ribbon,2
5381,Shakespeare Oatmeal Stout,1
5381,Corona,2
5382,Nugget Nectar,1
5382,Calamari,2
5382,Calamari,2
5383,Key Lime Pie,2
5383,Nugget Nectar,4
5384,Wings,1
5385,Soup,1
5386,Fat Tire,1
5386,Penne Vodka,2
5387,Vanilla Porter,2
5387,Pancakes,1
5387,Chocolate Cake,1
5388,Lobster,1
5389,Hefeweizen,2
5390,Nugget Nectar,3
5391,Soup,1
5392,Union Jack,3
5392,Calamari,2
5393,PseudoSue,2
5393,Dale's Pale Ale,3
5394,French Dip,2
5394,Frie,2
5395,Mac n Cheese,2
5396,Pilsner,2
5396,Lobster,2
5396,Buffalo Chicken Sandwich,1
5397,Fancy Lawnmower,4
5397,Surly Brewing Darkness,4
5398,Lone Star,1
5398,French Dip,2
5399,Honry Devil,1
5400,Spaghetti,2
5400,Soup,1
5401,Allagash White,2
5402,Red Stripe,3
5403,Allagash White,3
5403,Hot Dog,2
5403,Chocolate Cake,2
5404,Focal Banger,4
5404,Crab,1
5404,Samuel Adams,2
5405,Penne Vodka,1
5405,Surly Brewing Darkness,2
5406,Honry Devil,3
5407,PseudoSue,3
5407,Nugget Nectar,4
5407,Stella Artios,4
5408,Red Stripe,4
5409,Wings,1
5409,Miller Light,4
5410,Dumplings,1
5410,Honry Devil,4
5410,Miller Light,4
5411,Lemonade,2
5411,Honry Devil,4
5411,Bell's Two Hearted,3
5412,Coors,3
5412,Nugget Nectar,2
5413,Cheesesteak,2
5413,Pancakes,1
5413,Spaghetti,1
5414,Cheesesteak,1
5415,Allagash White,1
5415,Frie,1
5416,Grilled Cheese,2
5417,Tsingtao,3
5417,Penne Vodka,1
5418,Blind Pig IPA,2
5418,Grilled Cheese,2
5418,La Roja,3
5419,Bacon Egg and Cheese,2
5420,Focal Banger,3
5420,Crab,1
5420,Coke,2
5421,Crab,1
5422,Fat Sandwich,1
5422,Lemonade,2
5423,Corona,4
5424,Hot Dog,1
5424,Hoegaarden,4
5425,Waffle,1
5425,Pipeworks Citra,2
5426,Pretzels,2
5426,Celis White,1
5427,Lemonade,2
5427,Lobster,2
5428,Bacon Egg and Cheese,2
5428,Gose,4
5428,Hot Dog,1
5429,Craftsman Cabernale,3
5429,Uncle Jacob's Stout,1
5430,Coke,2
5430,Calamari,2
5431,Heineken,4
5431,Spaghetti,2
5431,Celis White,2
5432,Uncle Jacob's Stout,2
5432,Bell's Two Hearted,3
5432,Hot Dog,2
5433,Soup,2
5434,Mac n Cheese,1
5435,Hamburger,2
5435,Pipeworks Citra,2
5436,Cheesesteak,1
5436,Landshark Lager,1
5436,Schnickelfritz,3
5437,Coke,1
5438,Mountain Dew,2
5439,Goldfish,1
5439,Lone Star,2
5440,Spaghetti,1
5440,Stella Artios,4
5440,Nugget Nectar,3
5441,Waffle,2
5442,Landshark Lager,2
5442,Vanilla Porter,3
5442,Bell's Two Hearted,3
5443,Goldfish,1
5443,Grilled Cheese,1
5444,Budweiser,4
5444,Crab,2
5444,Waffle,2
5445,Soup,1
5445,Bitter American,4
5446,Grilled Cheese,2
5447,Pipeworks Citra,4
5447,Saison Rue,2
5448,Soup,2
5448,Dumplings,2
5448,Hop Head Red,2
5449,Mountain Dew,2
5449,Schnickelfritz,3
5449,Hop Head Red,1
5450,Dogfish Head,1
5450,Pilsner,1
5451,Celis White,2
5451,Upslope Brown Ale,3
5452,Dogfish Head,3
5453,Buffalo Chicken Sandwich,1
5453,Craftsman Cabernale,4
5453,Pipeworks Citra,2
5454,Pretzels,1
5454,Coffee,1
5455,Hop Slam,3
5455,Cheesecake,2
5455,Bacon Egg and Cheese,2
5456,Buffalo Chicken Sandwich,2
5457,Spaghetti,1
5457,Bacon Egg and Cheese,1
5458,Crab,1
5459,Fancy Lawnmower,1
5459,Coffee,2
5459,Nugget Nectar,4
5460,La Roja,3
5461,Stella Artios,1
5461,Soup,1
5461,Penne Vodka,2
5462,Shakespeare Oatmeal Stout,2
5462,Icehouse,4
5463,Chocolate Cake,1
5463,Heineken,3
5463,Goldfish,2
5464,Wings,2
5464,Anchor Steam Beer,1
5464,Hot Dog,1
5465,Upslope Brown Ale,2
5466,French Dip,2
5466,French Dip,1
5467,Dogfish Head,4
5467,Uncle Jacob's Stout,2
5468,Lone Star,3
5469,Dale's Pale Ale,2
5469,Stella Artios,2
5469,Nachos,1
5470,Chocolate Cake,2
5471,French Dip,2
5471,Brooklyn Brewery Lager,1
5471,Cold Mountain Winter Ale,2
5472,Hop Slam,1
5472,Tsingtao,1
5472,Blind Pig IPA,4
5473,Frie,1
5473,PseudoSue,1
5473,Icehouse,3
5474,Icehouse,1
5474,Honry Devil,4
5474,Blind Pig IPA,3
5475,Chocolate Cake,2
5475,Lobster,1
5476,French Dip,2
5476,Tsingtao,1
5477,Union Jack,4
5478,Stella Artios,2
5478,Vanilla Porter,3
5479,Heineken,1
5480,Surly Brewing Darkness,1
5481,Mountain Dew,1
5482,Landshark Lager,1
5483,Budweiser,3
5483,Calamari,2
5483,Gose,2
5484,Pipeworks Citra,3
5484,Hot Dog,1
5484,Pretzels,1
5485,Hamburger,2
5485,Crab,1
5485,Red Stripe,3
5486,Spaghetti,1
5487,Chocolate Cake,2
5487,Dale's Pale Ale,4
5488,Mountain Dew,1
5489,Surly Brewing Darkness,3
5490,Nachos,1
5491,Vanilla Porter,1
5491,Coffee,1
5491,Key Lime Pie,1
5492,Nugget Nectar,3
5493,Pilsner,4
5493,Chocolate Cake,2
5494,Pilsner,2
5494,La Roja,2
5495,Frie,1
5495,Guinness,2
5496,Hefeweizen,4
5496,PseudoSue,4
5497,Coffee,1
5497,Hefeweizen,3
5498,Abner,1
5498,Spaghetti,2
5499,Bell's Two Hearted,3
5499,Bitter American,1
5500,Penne Vodka,2
5500,Penne Vodka,1
5500,Blind Pig IPA,1
5501,Craftsman Cabernale,2
5502,Uncle Jacob's Stout,2
5502,Brooklyn Brewery Lager,2
5502,Coke,1
5503,Dumplings,1
5503,Buffalo Chicken Sandwich,1
5504,Hamburger,1
5504,Key Lime Pie,1
5504,Pilsner,4
5505,Pabst Blue Ribbon,2
5505,Corona,1
5506,Pipeworks Citra,1
5506,Pipeworks Citra,4
5507,Dos Equis,1
5508,Craftsman Cabernale,3
5509,Vanilla Porter,2
5510,Celis White,3
5510,Pretzels,2
5510,Coffee,2
5511,Cold Mountain Winter Ale,2
5511,Hop Slam,3
5511,Upslope Brown Ale,3
5512,Anchor Steam Beer,3
5512,Guinness,1
5513,Brooklyn Brewery Lager,2
5514,Chocolate Cake,1
5515,Calamari,1
5515,Anchor Steam Beer,1
5516,Icehouse,4
5517,Waffle,1
5517,Grilled Cheese,2
5518,Red Stripe,4
5518,Mountain Dew,1
5519,Bitter American,1
5520,Coffee,2
5521,Wings,2
5521,Uncle Jacob's Stout,2
5522,Honry Devil,3
5522,Pipeworks Citra,1
5523,Fat Sandwich,1
5523,PseudoSue,1
5523,Bell's Two Hearted,1
5524,Hop Slam,4
5524,Calamari,1
5524,Bacon Egg and Cheese,2
5525,Cold Mountain Winter Ale,4
5526,Buffalo Chicken Sandwich,2
5526,Icehouse,3
5526,Mountain Dew,2
5527,Calamari,2
5528,Hefeweizen,1
5528,PseudoSue,2
5529,Craftsman Cabernale,1
5529,Guinness,4
5530,Soup,2
5530,Coke,2
5531,Surly Brewing Darkness,4
5531,Key Lime Pie,2
5531,Grilled Cheese,1
5532,Dos Equis,3
5532,Fat Sandwich,1
5532,Vanilla Porter,4
5533,Bell's Two Hearted,4
5533,Hefeweizen,3
5534,Cheesesteak,2
5534,Calamari,1
5535,Uncle Jacob's Stout,4
5536,Goldfish,1
5536,Heineken,4
5537,Blind Pig IPA,4
5537,Wings,2
5537,Stella Artios,2
5538,Goldfish,1
5538,Grilled Cheese,1
5539,Cold Mountain Winter Ale,1
5539,Waffle,1
5539,Abner,3
5540,Hot Dog,2
5541,Crab,1
5542,Frie,1
5543,Hamburger,2
5543,Penne Vodka,2
5544,Icehouse,3
5545,Heineken,4
5545,Hoegaarden,4
5545,La Roja,4
5546,Union Jack,1
5546,Chocolate Cake,2
5546,Dogfish Head,3
5547,Pancakes,2
5547,Fat Sandwich,1
5547,Cheesecake,1
5548,Schnickelfritz,4
5548,Celis White,2
5548,Coke,1
5549,Cheesecake,1
5549,Dos Equis,1
5550,Mountain Dew,2
5550,Penne Vodka,1
5551,Dos Equis,2
5551,Pretzels,2
5552,Pretzels,1
5552,Hefeweizen,3
5552,Schnickelfritz,1
5553,Chocolate Cake,1
5554,Stella Artios,3
5555,Corona,1
5555,Shakespeare Oatmeal Stout,3
5556,Red Stripe,2
5556,Goldfish,2
5556,Fat Sandwich,2
5557,Grilled Cheese,1
5558,Pretzels,1
5559,Frie,1
5559,Soup,2
5559,Dale's Pale Ale,3
5560,Calamari,2
5561,Dos Equis,3
5562,Focal Banger,3
5563,Cheesecake,1
5564,Schnickelfritz,4
5564,Nachos,1
5565,Dogfish Head,1
5566,Abner,3
5566,Focal Banger,1
5566,Hot Dog,1
5567,Bell's Two Hearted,3
5567,Samuel Adams,2
5567,Fullsteam Carver,2
5568,Corona,1
5568,Guinness,2
5569,Key Lime Pie,2
5569,Mountain Dew,1
5569,Miller Light,3
5570,Uncle Jacob's Stout,1
5570,Abner,3
5571,Focal Banger,2
5571,Lobster,1
5571,Allagash White,2
5572,Fat Sandwich,2
5572,Frie,1
5573,Brooklyn Brewery Lager,4
5574,Penne Vodka,2
5574,Tsingtao,1
5574,Penne Vodka,2
5575,Frie,1
5575,Hoegaarden,3
5576,Shakespeare Oatmeal Stout,4
5576,Cheesecake,2
5577,Wings,1
5577,Cold Mountain Winter Ale,1
5577,Crab,1
5578,Soup,1
5578,Blind Pig IPA,1
5578,Hamburger,2
5579,Frie,2
5580,Coors,1
5581,Cheesecake,1
5582,Soup,2
5582,Hop Slam,1
5582,Dumplings,1
5583,Lobster,2
5583,Hop Slam,1
5583,Frie,1
5584,Lemonade,1
5585,Red Stripe,3
5586,Bacon Egg and Cheese,1
5586,Chocolate Cake,1
5586,Hamburger,2
5587,Wings,1
5587,Goldfish,2
5588,Celis White,4
5588,Bacon Egg and Cheese,2
5589,Samuel Adams,2
5589,Saison Rue,4
5590,Pretzels,2
5591,Nachos,2
5591,Icehouse,3
5591,Pancakes,1
5592,Budweiser,3
5593,Surly Brewing Darkness,3
5593,Nachos,1
5593,Honry Devil,4
5594,Dumplings,1
5594,Chocolate Cake,1
5594,Waffle,1
5595,Guinness,2
5595,PseudoSue,4
5596,La Roja,3
5597,Crab,1
5597,Uncle Jacob's Stout,3
5597,Coke,2
5598,Dos Equis,4
5598,Dos Equis,2
5599,Vanilla Porter,2
5599,Uncle Jacob's Stout,4
5600,Spaghetti,1
5600,Bacon Egg and Cheese,1
5601,Key Lime Pie,1
5601,Dos Equis,2
5601,Coke,2
5602,Nachos,1
5602,Dogfish Head,1
5603,Union Jack,4
5603,Grilled Cheese,2
5604,Coffee,2
5605,Blue Moon,3
5605,Upslope Brown Ale,3
5606,Pretzels,1
5607,Mountain Dew,2
5607,Crab,2
5608,Hop Head Red,2
5608,PseudoSue,3
5608,Hop Head Red,3
5609,Nachos,1
5610,Pretzels,2
5610,Dos Equis,4
5611,Dos Equis,2
5611,Surly Brewing Darkness,2
5611,Coffee,2
5612,Budweiser,3
5613,Tsingtao,2
5613,Abner,4
5614,Focal Banger,3
5614,Focal Banger,1
5614,Cheesecake,2
5615,Lemonade,1
5616,Craftsman Cabernale,3
5617,Lemonade,1
5618,Dumplings,2
5619,Bitter American,1
5620,Pilsner,3
5620,Calamari,2
5620,Mountain Dew,2
5621,Hamburger,1
5621,Dumplings,2
5622,Frie,1
5623,Hop Slam,2
5623,Dale's Pale Ale,4
5623,Hefeweizen,3
5624,Blind Pig IPA,4
5624,Hamburger,2
5624,Chocolate Cake,2
5625,Dos Equis,4
5625,Landshark Lager,4
5625,Tsingtao,2
5626,Tsingtao,3
5627,Pabst Blue Ribbon,2
5628,Budweiser,3
5628,French Dip,2
5628,Grilled Cheese,2
5629,Samuel Adams,2
5629,Coffee,2
5630,Union Jack,1
5631,Gose,3
5631,Dogfish Head,1
5631,Hoegaarden,1
5632,La Roja,3
5632,Uncle Jacob's Stout,4
5632,Waffle,2
5633,Pancakes,2
5634,Lobster,2
5635,Hop Slam,3
5635,Wings,2
5636,Red Stripe,2
5637,Allagash White,2
5637,Dumplings,1
5638,Pancakes,1
5639,Buffalo Chicken Sandwich,1
5639,Goldfish,1
5639,Upslope Brown Ale,2
5640,Blue Moon,4
5640,Lobster,2
5641,Pretzels,2
5641,Pabst Blue Ribbon,4
5641,Cheesecake,1
5642,Nachos,1
5642,Cheesecake,1
5643,Crab,1
5643,Brooklyn Brewery Lager,4
5643,Key Lime Pie,1
5644,Schnickelfritz,3
5644,Dale's Pale Ale,4
5645,Bitter American,2
5646,Coffee,2
5646,Goldfish,1
5646,Waffle,1
5647,French Dip,1
5647,Schnickelfritz,2
5648,Brooklyn Brewery Lager,1
5648,Dos Equis,4
5649,Fat Tire,1
5649,Coke,1
5650,Hop Head Red,1
5650,Abner,4
5651,Honry Devil,3
5652,Soup,2
5652,Hot Dog,2
5653,Calamari,1
5653,Cheesesteak,2
5654,Brooklyn Brewery Lager,1
5654,Hamburger,2
5654,Bell's Two Hearted,2
5655,Spaghetti,1
5655,Cheesesteak,1
5655,Goldfish,1
5656,Fullsteam Carver,2
5656,Miller Light,1
5656,La Roja,4
5657,Focal Banger,2
5657,Lemonade,1
5657,Gose,1
5658,Waffle,2
5658,Abner,2
5658,Chocolate Cake,2
5659,Waffle,2
5659,Craftsman Cabernale,2
5659,Pilsner,2
5660,Goldfish,2
5661,Schnickelfritz,3
5661,Fat Sandwich,1
5662,Hamburger,1
5662,Fancy Lawnmower,1
5662,Pancakes,1
5663,Crab,1
5663,Penne Vodka,1
5664,French Dip,1
5665,Grilled Cheese,1
5665,Union Jack,2
5666,Pretzels,2
5666,Lobster,1
5667,Crab,1
5667,Dumplings,2
5668,Lobster,1
5669,Fullsteam Carver,4
5670,Bacon Egg and Cheese,1
5670,Pancakes,1
5670,Landshark Lager,1
5671,Coffee,2
5672,Lemonade,1
5673,Schnickelfritz,3
5673,Frie,1
5674,Coffee,1
5674,Mac n Cheese,1
5675,Coke,1
5675,Lone Star,4
5675,Allagash White,2
5676,Lemonade,1
5676,Nachos,2
5676,Chocolate Cake,2
5677,Spaghetti,2
5678,Corona,1
5678,Hamburger,1
5679,Bacon Egg and Cheese,2
5680,Coors,2
5680,Crab,1
5680,Lemonade,1
5681,Pilsner,3
5681,Pilsner,2
5682,Waffle,1
5682,Coke,2
5682,Pretzels,2
5683,Bitter American,2
5683,Surly Brewing Darkness,4
5683,Shakespeare Oatmeal Stout,3
5684,Cold Mountain Winter Ale,4
5684,Upslope Brown Ale,4
5685,Bell's Two Hearted,1
5685,Abner,4
5685,Chocolate Cake,1
5686,Samuel Adams,2
5686,Lemonade,2
5686,Hop Slam,2
5687,Surly Brewing Darkness,1
5688,Dumplings,2
5689,Fancy Lawnmower,2
5689,Dale's Pale Ale,1
5689,Key Lime Pie,1
5690,Mountain Dew,2
5691,Pabst Blue Ribbon,2
5691,Hoegaarden,4
5692,Surly Brewing Darkness,2
5693,Hamburger,1
5694,Allagash White,2
5695,Crab,2
5695,Hefeweizen,2
5696,Shakespeare Oatmeal Stout,2
5696,Goldfish,1
5697,Pretzels,1
5698,Uncle Jacob's Stout,4
5698,Cheesecake,2
5698,Celis White,4
5699,Gose,4
5700,Chocolate Cake,1
5700,Frie,1
5700,Hamburger,2
5701,Calamari,1
5701,Fat Sandwich,1
5702,Dale's Pale Ale,1
5702,Dumplings,2
5702,Landshark Lager,2
5703,Cheesesteak,2
5704,PseudoSue,1
5704,Mountain Dew,2
5704,Frie,2
5705,Fat Sandwich,1
5705,Lone Star,4
5706,French Dip,1
5706,Soup,1
5706,Cheesecake,1
5707,Hoegaarden,4
5707,Lone Star,1
5708,Allagash White,4
5709,Crab,2
5710,Dumplings,2
5711,Hot Dog,2
5711,Union Jack,1
5711,Tsingtao,4
5712,Mountain Dew,2
5713,Saison Rue,1
5714,Lemonade,2
5714,PseudoSue,1
5715,Uncle Jacob's Stout,3
5715,Pilsner,4
5716,Bell's Two Hearted,1
5716,Frie,2
5716,Celis White,4
5717,French Dip,2
5718,French Dip,2
5719,Stella Artios,3
5719,Miller Light,2
5720,Crab,1
5720,Mountain Dew,2
5721,Mountain Dew,1
5721,Anchor Steam Beer,3
5721,Tsingtao,4
5722,Waffle,1
5722,Soup,2
5722,Hoegaarden,3
5723,Schnickelfritz,2
5723,Landshark Lager,1
5724,Buffalo Chicken Sandwich,2
5725,Corona,1
5725,Bitter American,4
5725,Allagash White,4
5726,Guinness,1
5726,Calamari,1
5727,Bacon Egg and Cheese,2
5728,Hamburger,1
5729,Fullsteam Carver,2
5729,Pilsner,1
5730,Bell's Two Hearted,1
5730,Blind Pig IPA,3
5730,Dogfish Head,1
5731,Heineken,2
5731,Bitter American,2
5731,Lemonade,1
5732,Fat Sandwich,2
5732,Calamari,2
5733,Tsingtao,2
5733,Hop Head Red,4
5733,Uncle Jacob's Stout,1
5734,Cheesecake,2
5735,Bell's Two Hearted,2
5736,Red Stripe,2
5736,Pancakes,2
5737,Pipeworks Citra,1
5738,Hot Dog,1
5738,Tsingtao,4
5739,Tsingtao,2
5739,Fat Sandwich,1
5740,Hot Dog,1
5741,Penne Vodka,1
5741,Coffee,1
5741,Chocolate Cake,1
5742,Soup,1
5742,Spaghetti,1
5742,Red Stripe,1
5743,Craftsman Cabernale,1
5743,Mac n Cheese,2
5744,Lobster,2
5745,Pretzels,1
5745,Landshark Lager,1
5746,Crab,1
5746,Honry Devil,2
5746,Goldfish,2
5747,Crab,2
5748,Uncle Jacob's Stout,4
5748,Lobster,2
5748,Dale's Pale Ale,3
5749,Cold Mountain Winter Ale,4
5749,Dos Equis,4
5750,Blind Pig IPA,2
5750,Shakespeare Oatmeal Stout,3
5751,Spaghetti,1
5751,Hamburger,2
5751,Bacon Egg and Cheese,1
5752,Frie,2
5752,Grilled Cheese,1
5752,Fat Sandwich,1
5753,Vanilla Porter,2
5753,Corona,3
5753,Coffee,1
5754,Saison Rue,4
5754,Guinness,4
5755,Shakespeare Oatmeal Stout,1
5755,Dos Equis,4
5756,Spaghetti,2
5757,Icehouse,4
5757,Lemonade,2
5757,Grilled Cheese,2
5758,Landshark Lager,4
5758,Celis White,2
5759,Coffee,2
5759,Fat Sandwich,2
5759,Nugget Nectar,4
5760,Samuel Adams,1
5761,Crab,1
5761,Surly Brewing Darkness,1
5761,Dale's Pale Ale,3
5762,Tsingtao,3
5763,Nugget Nectar,4
5763,Budweiser,1
5764,Soup,2
5764,Coffee,2
5764,Blue Moon,1
5765,Dumplings,2
5766,Nachos,1
5766,Lemonade,1
5767,Lobster,1
5767,PseudoSue,4
5768,Stella Artios,4
5768,Cheesecake,1
5769,Anchor Steam Beer,4
5769,Hamburger,2
5769,Pilsner,2
5770,Soup,2
5771,Heineken,2
5772,Chocolate Cake,1
5772,Miller Light,4
5773,Heineken,3
5773,Coffee,1
5773,Fat Sandwich,1
5774,Coors,2
5775,Hot Dog,2
5775,La Roja,2
5775,Heineken,3
5776,Red Stripe,3
5777,Lone Star,1
5777,Key Lime Pie,1
5778,French Dip,1
5778,Pretzels,2
5778,Fullsteam Carver,4
5779,Red Stripe,3
5779,Key Lime Pie,1
5780,Cheesesteak,1
5781,Hot Dog,1
5781,Red Stripe,3
5781,Coffee,2
5782,Dos Equis,3
5783,Coffee,2
5784,Wings,2
5785,Craftsman Cabernale,3
5785,Blind Pig IPA,2
5785,Crab,1
5786,Surly Brewing Darkness,1
5787,Abner,2
5787,Cheesecake,2
5788,Chocolate Cake,2
5789,Hop Slam,4
5789,Hop Slam,2
5789,La Roja,4
5790,Chocolate Cake,1
5790,Blue Moon,1
5790,Brooklyn Brewery Lager,2
5791,Key Lime Pie,2
5792,Calamari,1
5792,Mac n Cheese,2
5793,Budweiser,2
5793,Nachos,2
5794,Pipeworks Citra,4
5794,Nachos,2
5795,Corona,3
5795,Cold Mountain Winter Ale,2
5795,Upslope Brown Ale,3
5796,Crab,2
5796,Dogfish Head,1
5796,Grilled Cheese,2
5797,Blind Pig IPA,1
5797,Cheesecake,2
5797,Spaghetti,2
5798,Coffee,2
5798,Dale's Pale Ale,3
5799,Grilled Cheese,2
5799,Goldfish,1
5800,Pilsner,3
5800,Gose,4
5800,Budweiser,1
5801,Lobster,1
5802,Hoegaarden,2
5802,Bacon Egg and Cheese,1
5802,Frie,2
5803,Blind Pig IPA,3
5803,Lemonade,1
5803,Goldfish,1
5804,Pretzels,2
5804,Nachos,1
5804,Fat Sandwich,2
5805,Lone Star,1
5806,Blind Pig IPA,3
5806,Buffalo Chicken Sandwich,1
5806,Frie,1
5807,Cheesesteak,2
5807,Buffalo Chicken Sandwich,2
5807,Blue Moon,2
5808,Stella Artios,3
5808,Pancakes,1
5808,Lone Star,3
5809,Shakespeare Oatmeal Stout,1
5809,Hot Dog,1
5810,Upslope Brown Ale,4
5810,Blue Moon,4
5810,Hoegaarden,4
5811,Hot Dog,2
5811,Chocolate Cake,1
5811,Celis White,3
5812,Schnickelfritz,4
5812,Hot Dog,2
5813,Pancakes,1
5813,Schnickelfritz,1
5813,Lemonade,2
5814,Mountain Dew,2
5814,Cheesecake,2
5815,Cheesecake,1
5815,Hamburger,2
5815,Coke,1
5816,Guinness,1
5816,Schnickelfritz,3
5816,Heineken,3
5817,Stella Artios,2
5817,Bitter American,2
5817,Landshark Lager,2
5818,Budweiser,4
5818,Penne Vodka,1
5818,Shakespeare Oatmeal Stout,4
5819,Icehouse,1
5820,Bell's Two Hearted,2
5820,Tsingtao,1
5821,Pretzels,2
5821,Goldfish,2
5822,Miller Light,4
5822,Pipeworks Citra,1
5822,Hefeweizen,4
5823,Allagash White,3
5823,Cheesesteak,2
5824,Hot Dog,2
5824,Nachos,2
5824,Upslope Brown Ale,2
5825,Buffalo Chicken Sandwich,1
5825,Schnickelfritz,1
5825,Wings,1
5826,PseudoSue,3
5826,PseudoSue,4
5826,Soup,1
5827,Schnickelfritz,3
5827,Cheesesteak,2
5827,Hoegaarden,2
5828,Chocolate Cake,1
5828,Crab,2
5828,Blue Moon,2
5829,Chocolate Cake,2
5829,Miller Light,1
5830,Spaghetti,2
5831,Heineken,1
5831,Fullsteam Carver,4
5832,Penne Vodka,2
5833,Lone Star,1
5833,Stella Artios,1
5833,Celis White,2
5834,Hop Head Red,3
5834,Fat Sandwich,2
5835,Bacon Egg and Cheese,1
5836,Goldfish,2
5836,Anchor Steam Beer,2
5837,Chocolate Cake,2
5837,French Dip,1
5838,Shakespeare Oatmeal Stout,1
5838,Crab,2
5839,Mountain Dew,2
5839,Union Jack,1
5840,Surly Brewing Darkness,3
5840,Guinness,3
5841,Coffee,1
5842,Penne Vodka,1
5842,Waffle,1
5842,Cheesecake,2
5843,Focal Banger,4
5844,Shakespeare Oatmeal Stout,4
5844,Blue Moon,1
5844,Frie,1
5845,French Dip,2
5845,Coffee,2
5845,Chocolate Cake,1
5846,Upslope Brown Ale,4
5846,Calamari,2
5846,Lone Star,1
5847,Buffalo Chicken Sandwich,2
5847,Lemonade,1
5848,Coke,1
5848,Uncle Jacob's Stout,4
5848,Cold Mountain Winter Ale,2
5849,Anchor Steam Beer,1
5849,Soup,1
5849,Mac n Cheese,2
5850,Frie,2
5850,Pretzels,1
5850,Hot Dog,1
5851,Bacon Egg and Cheese,2
5851,Mountain Dew,1
5851,Pancakes,1
5852,Blind Pig IPA,4
5852,Crab,1
5852,Grilled Cheese,2
5853,Heineken,1
5853,Lobster,1
5854,French Dip,2
5855,Dale's Pale Ale,1
5855,Waffle,2
5855,Upslope Brown Ale,3
5856,Hop Head Red,4
5856,Pabst Blue Ribbon,1
5857,Nugget Nectar,4
5858,Crab,1
5859,Corona,4
5859,Stella Artios,1
5859,Penne Vodka,2
5860,Tsingtao,3
5860,Coors,4
5861,Hamburger,2
5862,Waffle,2
5862,Buffalo Chicken Sandwich,1
5863,Union Jack,3
5864,Blind Pig IPA,4
5864,Mountain Dew,2
5865,Union Jack,3
5865,Union Jack,1
5865,Hefeweizen,4
5866,Key Lime Pie,1
5866,Frie,1
5867,Vanilla Porter,1
5868,Penne Vodka,2
5869,Spaghetti,1
5869,Penne Vodka,1
5869,Spaghetti,2
5870,Key Lime Pie,1
5871,Abner,3
5872,Icehouse,1
5872,Grilled Cheese,2
5873,Cheesecake,1
5874,Coke,2
5874,Cheesecake,1
5874,Soup,2
5875,Wings,2
5875,Celis White,3
5875,Fat Sandwich,1
5876,Gose,4
5876,Fancy Lawnmower,1
5876,Focal Banger,2
5877,Budweiser,4
5877,Key Lime Pie,2
5878,Coffee,2
5878,Anchor Steam Beer,1
5878,Heineken,3
5879,Fancy Lawnmower,2
5880,Bell's Two Hearted,4
5881,Pancakes,1
