ID,total_price,tip
4153,44,.25
4154,30,.15
4155,12,.18
4156,42,.25
4157,41,.20
4158,12,.25
4159,39,.18
4160,22,.15
4161,42,.15
4162,47,.20
4163,24,.18
4164,27,.18
4165,18,.18
4166,42,.25
4167,45,.15
4168,38,.25
4169,36,.25
4170,41,.18
4171,30,.25
4172,17,.15
4173,39,.25
4174,46,.20
4175,18,.18
4176,53,.20
4177,45,.20
4178,12,.15
4179,42,.18
4180,9,.18
4181,42,.25
4182,23,.20
4183,30,.20
4184,27,.25
4185,24,.25
4186,32,.15
4187,32,.18
4188,30,.15
4189,35,.18
4190,33,.20
4191,31,.15
4192,27,.20
4193,21,.20
4194,39,.15
4195,30,.18
4196,44,.15
4197,31,.20
4198,18,.18
4199,16,.18
4200,27,.25
4201,20,.15
4202,12,.18
4203,23,.18
4204,9,.25
4205,39,.18
4206,64,.15
4207,39,.20
4208,58,.25
4209,32,.18
4210,27,.15
4211,29,.15
4212,68,.20
4213,31,.20
4214,22,.20
4215,9,.25
4216,38,.25
4217,30,.15
4218,34,.25
4219,18,.25
4220,44,.20
4221,12,.25
4222,28,.18
4223,44,.25
4224,31,.18
4225,12,.20
4226,48,.20
4227,13,.18
4228,24,.15
4229,65,.25
4230,18,.18
4231,36,.15
4232,18,.25
4233,19,.20
4234,28,.25
4235,30,.18
4236,39,.25
4237,27,.20
4238,39,.15
4239,11,.18
4240,24,.18
4241,15,.15
4242,28,.18
4243,53,.20
4244,47,.15
4245,17,.15
4246,35,.15
4247,24,.25
4248,18,.20
4249,33,.15
4250,18,.15
4251,28,.20
4252,18,.18
4253,33,.15
4254,38,.15
4255,24,.15
4256,18,.18
4257,33,.25
4258,36,.18
4259,45,.18
4260,40,.15
4261,18,.15
4262,36,.25
4263,48,.18
4264,25,.18
4265,49,.15
4266,33,.18
4267,18,.25
4268,24,.18
4269,29,.25
4270,24,.15
4271,45,.25
4272,20,.18
4273,46,.18
4274,12,.20
4275,36,.25
4276,55,.18
4277,42,.20
4278,17,.18
4279,18,.18
4280,39,.15
4281,28,.25
4282,36,.15
4283,48,.18
4284,39,.18
4285,36,.25
4286,33,.18
4287,38,.25
4288,29,.15
4289,36,.15
4290,46,.18
4291,24,.25
4292,46,.18
4293,31,.15
4294,45,.20
4295,18,.18
4296,46,.20
4297,21,.18
4298,47,.15
4299,36,.15
4300,18,.20
4301,31,.18
4302,28,.25
4303,28,.25
4304,42,.15
4305,31,.25
4306,42,.18
4307,15,.25
4308,18,.15
4309,21,.25
4310,23,.18
4311,9,.18
4312,27,.25
4313,16,.18
4314,36,.25
4315,54,.18
4316,55,.15
4317,30,.15
4318,31,.20
4319,12,.25
4320,33,.15
4321,21,.20
4322,22,.25
4323,33,.15
4324,32,.25
4325,30,.15
4326,50,.20
4327,30,.15
4328,51,.25
4329,21,.18
4330,30,.20
4331,30,.18
4332,32,.20
4333,42,.15
4334,44,.18
4335,15,.18
4336,44,.20
4337,34,.25
4338,11,.25
4339,40,.20
4340,21,.15
4341,32,.18
4342,24,.15
4343,33,.25
4344,48,.25
4345,18,.15
4346,28,.15
4347,55,.15
4348,18,.15
4349,21,.18
4350,25,.15
4351,61,.20
4352,38,.25
4353,24,.15
4354,41,.15
4355,33,.25
4356,62,.20
4357,21,.18
4358,33,.15
4359,30,.20
4360,36,.18
4361,43,.25
4362,18,.18
4363,18,.20
4364,57,.15
4365,39,.15
4366,14,.25
4367,15,.25
4368,30,.20
4369,56,.25
4370,18,.15
4371,42,.15
4372,28,.25
4373,41,.18
4374,30,.18
4375,42,.25
4376,45,.20
4377,36,.20
4378,29,.18
4379,18,.25
4380,12,.20
4381,30,.15
4382,23,.15
4383,15,.18
4384,24,.15
4385,15,.18
4386,48,.18
4387,9,.15
4388,11,.25
4389,32,.25
4390,30,.25
4391,42,.15
4392,18,.18
4393,21,.15
4394,46,.15
4395,17,.25
4396,30,.15
4397,27,.25
4398,12,.25
4399,25,.15
4400,48,.15
4401,16,.25
4402,31,.25
4403,36,.15
4404,34,.18
4405,34,.18
4406,32,.15
4407,25,.20
4408,24,.18
4409,45,.15
4410,9,.25
4411,36,.15
4412,25,.18
4413,20,.20
4414,35,.18
4415,44,.15
4416,24,.20
4417,65,.20
4418,42,.20
4419,27,.18
4420,29,.20
4421,18,.25
4422,33,.15
4423,22,.18
4424,23,.15
4425,22,.15
4426,24,.20
4427,27,.18
4428,18,.15
4429,24,.18
4430,34,.15
4431,23,.20
4432,29,.25
4433,54,.25
4434,40,.25
4435,45,.15
4436,36,.25
4437,32,.25
4438,39,.18
4439,36,.15
4440,50,.25
4441,44,.25
4442,37,.25
4443,33,.20
4444,32,.25
4445,30,.15
4446,40,.20
4447,22,.18
4448,30,.20
4449,22,.25
4450,26,.15
4451,45,.20
4452,12,.15
4453,33,.15
4454,30,.20
4455,32,.18
4456,45,.15
4457,31,.15
4458,15,.20
4459,36,.25
4460,32,.20
4461,63,.18
4462,30,.15
4463,39,.18
4464,42,.25
4465,50,.18
4466,22,.25
4467,24,.15
4468,34,.20
4469,17,.20
4470,33,.18
4471,18,.25
4472,18,.18
4473,22,.20
4474,51,.18
4475,26,.25
4476,30,.15
4477,71,.20
4478,39,.25
4479,23,.20
4480,59,.18
4481,30,.20
4482,20,.25
4483,22,.25
4484,15,.20
4485,16,.20
4486,42,.18
4487,17,.15
4488,21,.18
4489,34,.20
4490,32,.20
4491,31,.25
4492,14,.25
4493,29,.25
4494,26,.18
4495,42,.25
4496,18,.15
4497,24,.25
4498,45,.18
4499,30,.25
4500,36,.20
4501,21,.25
4502,35,.15
4503,32,.25
4504,33,.15
4505,18,.25
4506,35,.18
4507,22,.15
4508,24,.20
4509,23,.20
4510,30,.20
4511,34,.20
4512,18,.20
4513,15,.15
4514,38,.20
4515,57,.20
4516,18,.18
4517,28,.18
4518,18,.25
4519,27,.18
4520,18,.15
4521,49,.15
4522,33,.18
4523,42,.20
4524,29,.15
4525,35,.18
4526,29,.25
4527,14,.18
4528,15,.25
4529,24,.20
4530,18,.18
4531,40,.25
4532,22,.18
4533,47,.25
4534,30,.15
4535,32,.18
4536,38,.20
4537,45,.25
4538,29,.20
4539,45,.25
4540,36,.20
4541,45,.20
4542,14,.25
4543,30,.18
4544,21,.18
4545,14,.20
4546,40,.18
4547,38,.18
4548,54,.18
4549,31,.18
4550,28,.25
4551,44,.15
4552,32,.18
4553,21,.20
4554,21,.15
4555,22,.15
4556,32,.18
4557,56,.25
4558,36,.18
4559,18,.25
4560,36,.15
4561,44,.25
4562,42,.25
4563,16,.25
4564,30,.15
4565,33,.20
4566,43,.15
4567,33,.25
4568,44,.18
4569,24,.25
4570,36,.20
4571,17,.18
4572,42,.25
4573,12,.25
4574,15,.25
4575,54,.15
4576,25,.20
4577,21,.20
4578,48,.25
4579,15,.18
4580,21,.15
4581,22,.18
4582,24,.20
4583,19,.18
4584,22,.25
4585,50,.18
4586,46,.18
4587,24,.18
4588,36,.15
4589,35,.18
4590,45,.20
4591,40,.25
4592,37,.25
4593,46,.25
4594,39,.20
4595,47,.18
4596,30,.25
4597,18,.20
4598,50,.15
4599,18,.25
4600,39,.20
4601,32,.18
4602,69,.18
4603,35,.18
4604,26,.18
4605,26,.15
4606,52,.25
4607,48,.25
4608,18,.15
4609,6,.20
4610,33,.18
4611,22,.20
4612,51,.20
4613,42,.25
4614,53,.18
4615,48,.18
4616,42,.18
4617,14,.15
4618,49,.25
4619,51,.15
4620,36,.18
4621,23,.18
4622,40,.18
4623,27,.18
4624,24,.20
4625,11,.15
4626,18,.18
4627,38,.15
4628,33,.20
4629,21,.25
4630,23,.15
4631,22,.15
4632,24,.25
4633,25,.20
4634,32,.25
4635,36,.20
4636,50,.15
4637,23,.15
4638,44,.18
4639,54,.25
4640,39,.18
4641,48,.15
4642,43,.18
4643,43,.18
4644,46,.15
4645,27,.18
4646,39,.18
4647,36,.18
4648,30,.25
4649,24,.25
4650,52,.18
4651,50,.18
4652,17,.18
4653,42,.25
4654,31,.15
4655,64,.25
4656,19,.18
4657,43,.20
4658,21,.20
4659,54,.15
4660,37,.20
4661,12,.15
4662,15,.20
4663,33,.18
4664,38,.25
4665,15,.15
4666,18,.18
4667,41,.25
4668,19,.15
4669,58,.18
4670,16,.15
4671,52,.25
4672,31,.15
4673,12,.25
4674,36,.18
4675,28,.20
4676,18,.20
4677,21,.15
4678,36,.15
4679,16,.18
4680,30,.18
4681,17,.20
4682,24,.15
4683,30,.25
4684,18,.18
4685,42,.15
4686,53,.18
4687,11,.25
4688,64,.25
4689,15,.18
4690,37,.15
4691,42,.25
4692,42,.25
4693,27,.20
4694,35,.18
4695,36,.15
4696,18,.18
4697,16,.15
4698,11,.25
4699,62,.15
4700,9,.18
4701,35,.25
4702,24,.15
4703,43,.25
4704,24,.18
4705,35,.20
4706,30,.18
4707,46,.25
4708,12,.18
4709,24,.18
4710,24,.25
4711,26,.15
4712,33,.20
4713,41,.20
4714,39,.18
4715,18,.25
4716,27,.18
4717,27,.18
4718,20,.25
4719,54,.15
4720,42,.20
4721,34,.25
4722,29,.20
4723,15,.20
4724,30,.15
4725,45,.20
4726,48,.18
4727,54,.15
4728,53,.20
4729,33,.25
4730,38,.15
4731,42,.15
4732,52,.15
4733,18,.18
4734,38,.20
4735,17,.20
4736,33,.18
4737,42,.18
4738,12,.15
4739,30,.25
4740,28,.20
4741,50,.25
4742,21,.18
4743,36,.20
4744,52,.15
4745,29,.15
4746,29,.25
4747,27,.20
4748,12,.15
4749,24,.25
4750,15,.15
4751,27,.18
4752,29,.18
4753,50,.18
4754,27,.18
4755,34,.18
4756,25,.18
4757,30,.18
4758,26,.18
4759,12,.15
4760,46,.15
4761,18,.20
4762,33,.20
4763,12,.18
4764,26,.20
4765,20,.20
4766,32,.18
4767,36,.25
4768,30,.15
4769,24,.25
4770,24,.18
4771,18,.20
4772,53,.25
4773,30,.18
4774,41,.18
4775,22,.25
4776,38,.15
4777,59,.15
4778,34,.25
4779,26,.20
4780,27,.18
4781,36,.20
4782,30,.15
4783,12,.18
4784,27,.18
4785,15,.15
4786,53,.20
4787,50,.25
4788,24,.25
4789,31,.18
4790,30,.15
4791,30,.15
4792,33,.20
4793,11,.18
4794,12,.15
4795,60,.15
4796,16,.20
4797,33,.15
4798,9,.15
4799,12,.20
4800,18,.25
4801,24,.20
4802,12,.25
4803,53,.18
4804,36,.20
4805,17,.18
4806,36,.18
4807,56,.18
4808,36,.25
4809,42,.18
4810,9,.25
4811,50,.25
4812,44,.20
4813,15,.18
4814,33,.18
4815,26,.20
4816,16,.18
4817,12,.18
4818,30,.25
4819,38,.15
4820,59,.25
4821,38,.20
4822,44,.25
4823,33,.18
4824,38,.15
4825,27,.18
4826,15,.15
4827,30,.25
4828,39,.25
4829,60,.18
4830,46,.15
4831,18,.25
4832,47,.15
4833,41,.20
4834,40,.15
4835,48,.20
4836,36,.15
4837,53,.18
4838,53,.18
4839,38,.20
4840,18,.18
4841,33,.20
4842,57,.20
4843,36,.18
4844,60,.25
4845,27,.18
4846,26,.15
4847,34,.15
4848,34,.25
4849,21,.25
4850,43,.20
4851,46,.18
4852,50,.18
4853,27,.18
4854,15,.15
4855,30,.20
4856,26,.20
4857,19,.15
4858,25,.18
4859,36,.20
4860,18,.15
4861,6,.20
4862,18,.20
4863,36,.25
4864,18,.18
4865,24,.20
4866,50,.15
4867,30,.15
4868,50,.15
4869,30,.15
4870,28,.25
4871,23,.15
4872,36,.18
4873,44,.20
4874,33,.18
4875,18,.18
4876,21,.18
4877,27,.15
4878,9,.20
4879,34,.15
4880,24,.25
4881,59,.25
4882,43,.20
4883,30,.20
4884,54,.25
4885,30,.20
4886,37,.20
4887,33,.18
4888,11,.18
4889,27,.18
4890,24,.15
4891,12,.15
4892,35,.15
4893,18,.25
4894,32,.18
4895,33,.20
4896,9,.18
4897,12,.15
4898,24,.20
4899,29,.18
4900,14,.18
4901,21,.15
4902,52,.20
4903,21,.18
4904,46,.25
4905,18,.18
4906,42,.18
4907,21,.20
4908,36,.18
4909,34,.18
4910,21,.20
4911,24,.25
4912,39,.25
4913,33,.25
4914,26,.25
4915,9,.25
4916,64,.18
4917,9,.25
4918,27,.18
4919,30,.18
4920,29,.20
4921,41,.18
4922,49,.15
4923,23,.20
4924,51,.18
4925,57,.20
4926,16,.25
4927,30,.20
4928,16,.25
4929,6,.15
4930,65,.20
4931,26,.15
4932,42,.20
4933,15,.20
4934,69,.25
4935,28,.15
4936,18,.15
4937,12,.18
4938,21,.15
4939,53,.20
4940,44,.20
4941,49,.15
4942,11,.18
4943,45,.20
4944,17,.25
4945,29,.18
4946,35,.18
4947,24,.18
4948,44,.15
4949,18,.18
4950,45,.18
4951,26,.20
4952,15,.25
4953,36,.20
4954,44,.18
4955,24,.18
4956,33,.25
4957,25,.18
4958,11,.20
4959,56,.18
4960,23,.25
4961,9,.25
4962,33,.20
4963,12,.25
4964,42,.15
4965,24,.15
4966,34,.18
4967,9,.18
4968,38,.18
4969,24,.18
4970,16,.18
4971,48,.25
4972,30,.20
4973,27,.25
4974,27,.15
4975,41,.20
4976,30,.18
4977,42,.18
4978,12,.18
4979,33,.15
4980,33,.18
4981,36,.25
4982,46,.15
4983,31,.20
4984,21,.15
4985,24,.15
4986,30,.20
4987,24,.25
4988,9,.18
4989,21,.25
4990,28,.20
4991,54,.20
4992,21,.15
4993,49,.20
4994,24,.25
4995,17,.15
4996,36,.25
4997,15,.18
4998,27,.25
4999,18,.18
5000,18,.25
5001,21,.20
5002,21,.18
5003,39,.25
5004,69,.25
5005,21,.15
5006,47,.25
5007,9,.15
5008,27,.25
5009,37,.15
5010,50,.18
5011,14,.25
5012,35,.15
5013,44,.18
5014,12,.25
5015,30,.25
5016,40,.20
5017,15,.20
5018,20,.15
5019,32,.20
5020,15,.18
5021,15,.18
5022,47,.15
5023,24,.15
5024,27,.15
5025,42,.20
5026,38,.20
5027,23,.25
5028,38,.15
5029,36,.15
5030,60,.20
5031,21,.20
5032,36,.20
5033,18,.15
5034,66,.25
5035,48,.18
5036,26,.20
5037,60,.15
5038,60,.15
5039,6,.20
5040,15,.15
5041,38,.15
5042,27,.20
5043,28,.25
5044,27,.18
5045,21,.20
5046,48,.20
5047,22,.15
5048,30,.20
5049,24,.15
5050,26,.25
5051,41,.20
5052,42,.25
5053,24,.20
5054,26,.15
5055,42,.15
5056,54,.15
5057,30,.20
5058,27,.15
5059,19,.20
5060,36,.18
5061,18,.20
5062,30,.18
5063,32,.20
5064,21,.25
5065,41,.20
5066,27,.15
5067,34,.18
5068,24,.18
5069,27,.25
5070,53,.25
5071,33,.15
5072,35,.15
5073,27,.20
5074,42,.15
5075,54,.25
5076,24,.25
5077,36,.20
5078,45,.20
5079,27,.20
5080,30,.15
5081,22,.20
5082,28,.20
5083,38,.18
5084,27,.18
5085,18,.20
5086,18,.25
5087,30,.15
5088,25,.20
5089,32,.18
5090,47,.25
5091,45,.20
5092,33,.15
5093,12,.20
5094,22,.15
5095,44,.18
5096,10,.20
5097,37,.15
5098,34,.20
5099,21,.18
5100,36,.20
5101,69,.15
5102,27,.25
5103,22,.20
5104,24,.20
5105,30,.15
5106,9,.18
5107,17,.25
5108,25,.15
5109,18,.15
5110,15,.18
5111,48,.15
5112,36,.20
5113,48,.15
5114,33,.18
5115,39,.15
5116,44,.18
5117,17,.20
5118,32,.20
5119,12,.15
5120,23,.20
5121,24,.20
5122,12,.25
5123,31,.18
5124,12,.20
5125,32,.15
5126,72,.25
5127,28,.25
5128,45,.20
5129,18,.25
5130,18,.15
5131,57,.15
5132,18,.25
5133,29,.18
5134,39,.18
5135,18,.25
5136,39,.25
5137,37,.25
5138,21,.18
5139,30,.20
5140,38,.15
5141,8,.20
5142,39,.20
5143,24,.18
5144,38,.25
5145,11,.25
5146,15,.20
5147,29,.25
5148,33,.15
5149,42,.15
5150,18,.20
5151,49,.15
5152,21,.20
5153,39,.15
5154,30,.18
5155,50,.18
5156,12,.18
5157,30,.15
5158,12,.25
5159,42,.25
5160,44,.15
5161,30,.20
5162,47,.15
5163,18,.15
5164,38,.18
5165,35,.20
5166,24,.25
5167,9,.20
5168,50,.20
5169,47,.18
5170,30,.18
5171,35,.18
5172,21,.20
5173,36,.18
5174,15,.18
5175,47,.25
5176,11,.20
5177,30,.15
5178,32,.18
5179,62,.18
5180,41,.15
5181,43,.20
5182,29,.20
5183,39,.25
5184,34,.15
5185,39,.15
5186,39,.15
5187,39,.25
5188,30,.20
5189,23,.15
5190,44,.20
5191,23,.15
5192,24,.20
5193,37,.25
5194,36,.25
5195,30,.15
5196,27,.25
5197,30,.15
5198,45,.18
5199,44,.20
5200,18,.18
5201,36,.25
5202,35,.18
5203,54,.18
5204,27,.25
5205,23,.25
5206,25,.25
5207,30,.15
5208,57,.15
5209,44,.25
5210,30,.18
5211,30,.15
5212,38,.20
5213,24,.15
5214,52,.15
5215,15,.20
5216,25,.15
5217,12,.20
5218,21,.15
5219,18,.15
5220,29,.25
5221,39,.15
5222,35,.15
5223,37,.18
5224,21,.20
5225,36,.25
5226,34,.15
5227,45,.25
5228,15,.18
5229,46,.15
5230,19,.25
5231,28,.18
5232,46,.25
5233,15,.20
5234,32,.15
5235,39,.15
5236,33,.15
5237,54,.15
5238,10,.20
5239,17,.25
5240,34,.25
5241,12,.20
5242,33,.25
5243,28,.20
5244,13,.18
5245,45,.20
5246,18,.18
5247,31,.25
5248,30,.25
5249,27,.18
5250,21,.15
5251,9,.18
5252,33,.18
5253,39,.15
5254,16,.20
5255,32,.20
5256,56,.18
5257,18,.18
5258,16,.25
5259,36,.18
5260,24,.20
5261,37,.25
5262,50,.25
5263,45,.18
5264,18,.25
5265,66,.25
5266,22,.20
5267,42,.25
5268,18,.20
5269,20,.25
5270,44,.18
5271,49,.15
5272,46,.18
5273,48,.20
5274,24,.18
5275,24,.18
5276,65,.18
5277,21,.18
5278,28,.25
5279,21,.15
5280,22,.25
5281,21,.20
5282,48,.20
5283,46,.25
5284,27,.15
5285,27,.18
5286,27,.25
5287,27,.15
5288,38,.25
5289,46,.15
5290,30,.15
5291,18,.18
5292,30,.25
5293,18,.20
5294,34,.18
5295,56,.20
5296,36,.18
5297,36,.18
5298,33,.18
5299,18,.15
5300,24,.18
5301,39,.18
5302,18,.20
5303,39,.25
5304,54,.25
5305,16,.25
5306,30,.25
5307,72,.20
5308,54,.20
5309,34,.15
5310,48,.25
5311,21,.20
5312,38,.18
5313,39,.25
5314,33,.15
5315,41,.18
5316,27,.25
5317,16,.20
5318,12,.15
5319,27,.18
5320,21,.20
5321,38,.15
5322,12,.20
5323,21,.18
5324,40,.15
5325,27,.18
5326,10,.18
5327,21,.18
5328,32,.25
5329,39,.25
5330,28,.20
5331,40,.25
5332,15,.25
5333,66,.15
5334,30,.15
5335,45,.18
5336,33,.25
5337,51,.18
5338,30,.20
5339,43,.25
5340,44,.15
5341,45,.20
5342,42,.20
5343,25,.18
5344,48,.20
5345,32,.20
5346,39,.15
5347,30,.20
5348,15,.25
5349,46,.15
5350,15,.15
5351,18,.15
5352,14,.20
5353,22,.20
5354,11,.25
5355,25,.15
5356,8,.18
5357,36,.15
5358,27,.15
5359,50,.15
5360,27,.18
5361,12,.15
5362,45,.18
5363,40,.25
5364,32,.18
5365,43,.20
5366,33,.25
5367,27,.20
5368,18,.18
5369,29,.15
5370,30,.18
5371,32,.20
5372,38,.20
5373,56,.20
5374,48,.20
5375,33,.20
5376,24,.20
5377,33,.25
5378,18,.18
5379,39,.15
5380,27,.25
5381,40,.25
5382,21,.15
5383,38,.15
5384,87,.18
5385,34,.25
5386,33,.25
5387,57,.20
5388,51,.18
5389,55,.20
5390,20,.15
5391,28,.15
5392,30,.15
5393,24,.15
5394,32,.20
5395,64,.18
5396,29,.25
5397,23,.25
5398,28,.18
5399,30,.15
5400,35,.25
5401,51,.25
5402,36,.18
5403,42,.20
5404,61,.15
5405,29,.15
5406,18,.18
5407,28,.25
5408,16,.25
5409,39,.15
5410,57,.25
5411,24,.25
5412,28,.15
5413,38,.18
5414,52,.20
5415,22,.20
5416,44,.18
5417,66,.20
5418,26,.18
5419,38,.25
5420,18,.15
5421,29,.15
5422,21,.15
5423,32,.15
5424,21,.20
5425,9,.18
5426,45,.25
5427,25,.18
5428,20,.20
5429,30,.15
5430,57,.25
5431,47,.25
5432,66,.20
5433,34,.20
5434,50,.15
5435,28,.25
5436,36,.20
5437,25,.15
5438,21,.20
5439,33,.18
5440,32,.18
5441,36,.18
5442,36,.25
5443,32,.25
5444,35,.18
5445,22,.15
5446,36,.15
5447,15,.25
5448,21,.15
5449,39,.18
5450,15,.25
5451,50,.25
5452,38,.20
5453,25,.25
5454,30,.18
5455,18,.20
5456,30,.25
5457,30,.15
5458,27,.15
5459,27,.25
5460,39,.20
5461,35,.18
5462,18,.25
5463,22,.18
5464,42,.15
5465,56,.20
5466,18,.15
5467,24,.15
5468,30,.20
5469,27,.18
5470,15,.15
5471,25,.20
5472,35,.15
5473,35,.20
5474,54,.15
5475,18,.18
5476,35,.18
5477,38,.18
5478,34,.25
5479,9,.15
5480,32,.25
5481,62,.18
5482,28,.18
5483,9,.18
5484,44,.20
5485,32,.15
5486,25,.15
5487,17,.15
5488,29,.20
5489,28,.20
5490,15,.15
5491,17,.18
5492,32,.25
5493,11,.18
5494,21,.15
5495,8,.18
5496,32,.15
5497,26,.15
5498,12,.20
5499,30,.18
5500,18,.25
5501,24,.20
5502,50,.20
5503,42,.25
5504,66,.15
5505,18,.25
5506,20,.20
5507,41,.15
5508,54,.18
5509,33,.18
5510,40,.20
5511,48,.15
5512,21,.25
5513,12,.20
5514,24,.20
5515,36,.15
5516,17,.15
5517,36,.18
5518,12,.18
5519,16,.15
5520,9,.20
5521,8,.20
5522,30,.25
5523,18,.25
5524,24,.20
5525,17,.20
5526,12,.25
5527,36,.15
5528,39,.18
5529,38,.18
5530,21,.20
5531,30,.25
5532,46,.15
5533,37,.20
5534,36,.20
5535,52,.15
5536,22,.18
5537,25,.15
5538,29,.20
5539,24,.20
5540,30,.20
5541,30,.15
5542,19,.15
5543,33,.25
5544,45,.25
5545,37,.20
5546,41,.15
5547,39,.15
5548,25,.20
5549,24,.25
5550,24,.15
5551,48,.20
5552,33,.20
5553,18,.25
5554,44,.18
5555,18,.18
5556,19,.15
5557,20,.25
5558,30,.15
5559,24,.20
5560,34,.18
5561,24,.15
5562,9,.15
5563,18,.25
5564,24,.15
5565,18,.15
5566,33,.25
5567,32,.20
5568,45,.18
5569,22,.15
5570,36,.25
5571,54,.18
5572,29,.18
5573,15,.18
5574,24,.20
5575,48,.18
5576,10,.20
5577,42,.25
5578,30,.18
5579,60,.25
5580,26,.25
5581,43,.25
5582,24,.18
5583,30,.25
5584,18,.15
5585,36,.20
5586,21,.25
5587,22,.18
5588,44,.15
5589,39,.20
5590,32,.18
5591,18,.20
5592,29,.15
5593,32,.15
5594,9,.15
5595,32,.25
5596,54,.15
5597,33,.18
5598,57,.15
5599,29,.15
5600,32,.25
5601,15,.15
5602,41,.15
5603,54,.25
5604,44,.20
5605,50,.18
5606,33,.15
5607,22,.15
5608,47,.20
5609,12,.20
5610,37,.15
5611,39,.25
5612,51,.20
5613,36,.15
5614,33,.20
5615,59,.20
5616,54,.20
5617,39,.15
5618,29,.20
5619,54,.15
5620,59,.20
5621,18,.18
5622,42,.15
5623,23,.20
5624,21,.25
5625,30,.25
5626,18,.15
5627,30,.25
5628,26,.18
5629,40,.25
5630,24,.15
5631,30,.15
5632,38,.25
5633,48,.25
5634,23,.18
5635,36,.18
5636,24,.15
5637,24,.18
5638,42,.15
5639,27,.20
5640,50,.20
5641,19,.20
5642,18,.15
5643,17,.25
5644,15,.20
5645,38,.20
5646,25,.25
5647,24,.18
5648,36,.20
5649,44,.20
5650,21,.20
5651,30,.25
5652,18,.15
5653,13,.25
5654,33,.18
5655,44,.18
5656,48,.25
5657,24,.18
5658,42,.18
5659,22,.25
5660,48,.15
5661,32,.20
5662,59,.18
5663,26,.25
5664,39,.25
5665,48,.20
5666,15,.15
5667,24,.15
5668,41,.18
5669,24,.18
5670,33,.15
5671,30,.25
5672,18,.25
5673,42,.25
5674,72,.15
5675,15,.18
5676,45,.15
5677,41,.15
5678,36,.18
5679,30,.18
5680,12,.15
5681,24,.20
5682,15,.18
5683,16,.15
5684,48,.15
5685,42,.20
5686,50,.20
5687,30,.15
5688,12,.18
5689,54,.15
5690,40,.25
5691,17,.18
5692,13,.25
5693,56,.15
5694,38,.20
5695,50,.20
5696,44,.20
5697,40,.20
5698,44,.15
5699,33,.18
5700,21,.20
5701,49,.25
5702,73,.15
5703,21,.15
5704,27,.18
5705,34,.25
5706,72,.15
5707,33,.25
5708,15,.20
5709,56,.15
5710,40,.18
5711,9,.18
5712,39,.18
5713,42,.18
5714,46,.25
5715,21,.15
5716,36,.20
5717,27,.25
5718,12,.18
5719,27,.15
5720,24,.18
5721,23,.25
5722,31,.25
5723,34,.25
5724,33,.25
5725,36,.20
5726,47,.20
5727,33,.15
5728,53,.20
5729,33,.15
5730,18,.18
5731,21,.15
5732,48,.25
5733,9,.25
5734,30,.25
5735,47,.18
5736,36,.15
5737,15,.20
5738,42,.18
5739,33,.25
5740,46,.20
5741,45,.15
5742,34,.15
5743,27,.25
5744,32,.18
5745,39,.20
5746,22,.20
5747,39,.15
5748,59,.20
5749,26,.15
5750,56,.15
5751,15,.20
5752,30,.15
5753,30,.25
5754,12,.18
5755,18,.18
5756,18,.18
5757,64,.18
5758,18,.15
5759,27,.18
5760,40,.18
5761,24,.15
5762,33,.25
5763,32,.18
5764,32,.15
5765,44,.15
5766,33,.25
5767,30,.15
5768,36,.20
5769,8,.25
5770,38,.15
5771,42,.25
5772,36,.20
5773,33,.18
5774,18,.18
5775,62,.25
5776,30,.25
5777,36,.18
5778,29,.15
5779,36,.25
5780,34,.18
5781,27,.25
5782,30,.18
5783,28,.25
5784,18,.15
5785,33,.25
5786,27,.20
5787,35,.18
5788,24,.18
5789,40,.15
5790,42,.20
5791,19,.15
5792,16,.15
5793,12,.20
5794,20,.15
5795,15,.15
5796,30,.18
5797,28,.18
5798,24,.18
5799,15,.15
5800,24,.25
5801,39,.25
5802,15,.20
5803,26,.18
5804,24,.25
5805,28,.20
5806,26,.25
5807,22,.15
5808,32,.20
5809,40,.18
5810,36,.20
5811,48,.20
5812,35,.20
5813,25,.20
5814,25,.18
5815,27,.18
5816,21,.25
5817,41,.25
5818,30,.18
5819,12,.20
5820,15,.15
5821,17,.20
5822,12,.18
5823,18,.15
5824,24,.18
5825,28,.25
5826,12,.20
5827,37,.25
5828,26,.20
5829,48,.25
5830,36,.18
5831,35,.25
5832,24,.20
5833,25,.25
5834,24,.25
5835,26,.25
5836,34,.15
5837,51,.20
5838,29,.18
5839,30,.20
5840,35,.25
5841,24,.15
5842,35,.25
5843,39,.20
5844,32,.25
5845,30,.18
5846,12,.18
5847,45,.25
5848,18,.20
5849,27,.25
5850,21,.15
5851,21,.15
5852,42,.18
5853,18,.25
5854,35,.18
5855,38,.15
5856,29,.20
5857,21,.25
5858,26,.25
5859,34,.20
5860,42,.25
5861,17,.15
5862,30,.15
5863,39,.25
5864,50,.25
5865,33,.18
5866,33,.18
5867,40,.18
5868,14,.20
5869,48,.20
5870,36,.18
5871,45,.20
5872,44,.25
5873,45,.15
5874,35,.25
5875,24,.15
5876,67,.20
5877,21,.15
5878,44,.20
5879,27,.15
5880,43,.15
5881,12,.25
5882,47,.20
5883,18,.18
5884,32,.20
5885,26,.15
5886,48,.18
5887,45,.25
5888,72,.20
5889,26,.20
5890,54,.20
5891,17,.20
5892,41,.15
5893,42,.25
5894,25,.15
5895,30,.20
5896,15,.20
5897,35,.25
5898,33,.25
5899,15,.25
5900,42,.15
