bill_ID,item,quantity
5333,Dogfish Head,4
5333,Lobster,2
5333,Grilled Cheese,2
5334,Coke,2
5334,French Dip,2
5334,Pretzels,1
5335,Anchor Steam Beer,1
5335,Dos Equis,2
5335,Hamburger,1
5335,Penne Vodka,2
5336,French Dip,1
5336,Mountain Dew,2
5336,Goldfish,1
5336,Union Jack,3
5337,Samuel Adams,3
5337,Vanilla Porter,2
5337,Abner,1
5337,Surly Brewing Darkness,4
5338,Dale's Pale Ale,3
5338,Coors,1
5338,Landshark Lager,2
5339,Hop Head Red,3
5339,Hop Slam,3
5339,Nugget Nectar,3
5339,Nachos,1
5340,Hefeweizen,4
5340,French Dip,2
5340,PseudoSue,4
5341,Pretzels,2
5341,Cheesecake,2
5341,Bell's Two Hearted,3
5341,Mountain Dew,2
5342,Lone Star,4
5342,Cheesecake,1
5342,Bacon Egg and Cheese,2
5343,Dale's Pale Ale,3
5343,Calamari,1
5344,Tsingtao,1
5344,Corona,4
5344,Schnickelfritz,4
5344,Nachos,1
5345,Pancakes,2
5345,Cold Mountain Winter Ale,4
5346,Coffee,2
5346,Hop Head Red,3
5346,Cheesecake,2
5346,Hot Dog,1
5347,Cold Mountain Winter Ale,2
5347,Goldfish,1
5347,Craftsman Cabernale,2
5347,Coke,2
5348,Budweiser,1
5348,Bitter American,2
5348,Coffee,1
5349,Stella Artios,4
5349,Bitter American,2
5349,Wings,2
5350,Fries,1
5350,La Roja,3
5351,Cheesecake,1
5351,Mountain Dew,2
5352,Focal Banger,3
5352,Pipeworks Citra,1
5353,Fat Tire,2
5353,Honry Devil,4
5354,Bacon Egg and Cheese,1
5354,Dale's Pale Ale,1
5355,Pancakes,1
5355,Chocolate Cake,1
5355,Abner,3
5356,Coors,1
5356,Fat Tire,1
5357,Cheesecake,1
5357,Stella Artios,2
5357,Hoegaarden,3
5358,Chocolate Cake,1
5358,Blue Moon,2
5358,Budweiser,1
5358,Pabst Blue Ribbon,1
5359,Corona,4
5359,Lobster,1
5359,Brooklyn Brewery Lager,3
5360,Pretzels,1
5360,Budweiser,4
5360,Fullsteam Carver,3
5361,Samuel Adams,1
5361,Shakespeare Oatmeal Stout,2
5362,Corona,4
5362,Hop Head Red,1
5362,Pabst Blue Ribbon,3
5363,Saison Rue,2
5363,Miller Light,3
5363,Fat Sandwich,1
5363,Shakespeare Oatmeal Stout,3
5364,Fancy Lawnmower,1
5364,Calamari,2
5364,Allagash White,1
5364,Cheesecake,1
5365,Lone Star,2
5365,Lemonade,2
5365,Celis White,2
5365,Blind Pig IPA,3
5366,Guinness,1
5366,Abner,4
5366,Anchor Steam Beer,4
5367,Coors,3
5367,Heineken,1
5367,Nachos,1
5367,PseudoSue,2
5368,Hop Slam,1
5368,Bacon Egg and Cheese,1
5368,Union Jack,3
5369,Fries,1
5369,Celis White,4
5369,Shakespeare Oatmeal Stout,1
5370,Heineken,1
5370,Blue Moon,4
5371,Calamari,2
5371,Corona,1
5371,Goldfish,1
5372,Hefeweizen,3
5372,Pipeworks Citra,1
5372,Dos Equis,3
5373,Crab,2
5373,Heineken,4
5373,Bacon Egg and Cheese,2
5374,Pretzels,1
5374,Chocolate Cake,1
5374,Samuel Adams,4
5374,Wings,2
5375,Fries,2
5375,Lemonade,1
5375,Shakespeare Oatmeal Stout,1
5375,Key Lime Pie,2
5376,Dale's Pale Ale,3
5376,Hop Head Red,2
5376,PseudoSue,1
5377,Hefeweizen,3
5377,Mac n Cheese,2
5377,Hot Dog,1
5378,Key Lime Pie,2
5378,Coke,1
5379,Fullsteam Carver,3
5379,Miller Light,3
5379,Upslope Brown Ale,3
5379,Craftsman Cabernale,2
5380,Gose,3
5380,Grilled Cheese,2
5380,Cheesesteak,1
5381,Coffee,1
5381,Schnickelfritz,4
5381,Cheesesteak,2
5381,Pancakes,1
5382,Guinness,3
5382,Goldfish,1
5383,Mountain Dew,1
5383,Pancakes,2
5383,Blind Pig IPA,4
5384,Lobster,1
5384,Hefeweizen,4
5384,Tsingtao,4
5384,Stella Artios,4
5385,Craftsman Cabernale,4
5385,Pancakes,1
5385,Hot Dog,2
5386,Upslope Brown Ale,3
5386,Mac n Cheese,1
5386,Samuel Adams,1
5386,Hot Dog,2
5387,Heineken,2
5387,Lobster,2
5387,Wings,2
5387,Gose,3
5388,Fries,2
5388,Tsingtao,4
5388,Wings,1
5388,Hop Head Red,3
5389,Surly Brewing Darkness,3
5389,Pabst Blue Ribbon,4
5389,Calamari,1
5389,Icehouse,1
5390,Fancy Lawnmower,3
5390,Pretzels,1
5390,Brooklyn Brewery Lager,1
5391,Cheesesteak,2
5391,Coffee,1
5391,Dale's Pale Ale,2
5392,Dos Equis,4
5392,Anchor Steam Beer,2
5393,Nachos,1
5393,Lone Star,3
5394,Fat Sandwich,2
5394,Pipeworks Citra,4
5395,Crab,2
5395,Pancakes,2
5395,Dos Equis,1
5395,Pilsner,3
5396,Hamburger,2
5396,Craftsman Cabernale,3
5397,Fancy Lawnmower,1
5397,Samuel Adams,4
5398,Blue Moon,2
5398,Saison Rue,1
5398,Coke,1
5398,Key Lime Pie,1
5399,Gose,3
5399,Union Jack,3
5399,Bacon Egg and Cheese,2
5400,Hamburger,1
5400,Blind Pig IPA,3
5400,Upslope Brown Ale,2
5400,Calamari,1
5401,Surly Brewing Darkness,4
5401,Nugget Nectar,2
5401,Uncle Jacob's Stout,4
5401,Craftsman Cabernale,3
5402,Coke,2
5402,Lone Star,2
5402,Grilled Cheese,2
5403,Spaghetti,2
5403,Hoegaarden,4
5403,Heineken,1
5404,Heineken,4
5404,Lobster,2
5404,Nachos,2
5404,Schnickelfritz,1
5405,PseudoSue,3
5405,Saison Rue,4
5406,La Roja,3
5406,PseudoSue,3
5407,Craftsman Cabernale,2
5407,Samuel Adams,2
5407,Buffalo Chicken Sandwich,1
5407,Coke,1
5408,Dale's Pale Ale,2
5408,Grilled Cheese,1
5409,Hot Dog,2
5409,Fancy Lawnmower,1
5409,Mac n Cheese,2
5409,Cheesecake,2
5410,Icehouse,1
5410,Samuel Adams,3
5410,Cold Mountain Winter Ale,4
5410,Stella Artios,3
5411,Chocolate Cake,2
5411,Key Lime Pie,2
5412,Abner,3
5412,Hop Slam,1
5412,Bitter American,3
5413,Miller Light,4
5413,Icehouse,3
5414,Craftsman Cabernale,4
5414,Miller Light,4
5414,Surly Brewing Darkness,2
5414,Pancakes,1
5415,Penne Vodka,1
5415,Fries,2
5416,Heineken,4
5416,Fullsteam Carver,2
5416,Vanilla Porter,1
5416,Gose,3
5417,Lobster,2
5417,Cold Mountain Winter Ale,4
5417,Mac n Cheese,2
5417,Vanilla Porter,4
5418,Nachos,1
5418,Fat Tire,4
5419,Blind Pig IPA,1
5419,Surly Brewing Darkness,1
5419,Cold Mountain Winter Ale,4
5419,Icehouse,3
5420,Chocolate Cake,2
5420,Dos Equis,1
5421,Celis White,2
5421,Guinness,2
5421,Craftsman Cabernale,3
5422,Hoegaarden,2
5422,Uncle Jacob's Stout,3
5423,Fullsteam Carver,4
5423,Waffle,2
5423,Mac n Cheese,1
5424,Blind Pig IPA,1
5424,Upslope Brown Ale,2
5424,Coffee,2
5425,Chocolate Cake,1
5425,Honry Devil,1
5426,Corona,3
5426,Hop Head Red,1
5426,Abner,4
5426,Tsingtao,2
5427,Craftsman Cabernale,2
5427,Cold Mountain Winter Ale,3
5427,Hamburger,1
5428,Penne Vodka,1
5428,Vanilla Porter,2
5429,Hoegaarden,3
5429,Dumplings,2
5430,Samuel Adams,1
5430,Saison Rue,4
5430,Fries,2
5430,Pipeworks Citra,4
5431,Pancakes,2
5431,Grilled Cheese,2
5431,Surly Brewing Darkness,3
5432,Samuel Adams,3
5432,Lobster,2
5432,Celis White,2
5432,Waffle,2
5433,Lone Star,4
5433,Pancakes,1
5434,Lobster,1
5434,Bacon Egg and Cheese,1
5434,Cheesecake,2
5434,Calamari,2
5435,Pretzels,2
5435,Spaghetti,1
5435,Red Stripe,2
5436,Hop Slam,4
5436,Fancy Lawnmower,4
5436,Waffle,2
5437,Dale's Pale Ale,1
5437,Penne Vodka,2
5438,Gose,1
5438,Landshark Lager,1
5438,Blind Pig IPA,4
5439,Union Jack,3
5439,Coffee,2
5439,Coke,2
5440,Crab,2
5440,French Dip,2
5441,Heineken,4
5441,Anchor Steam Beer,4
5442,Craftsman Cabernale,4
5442,Lobster,1
5442,Tsingtao,2
5443,Calamari,2
5443,Cheesecake,2
5444,Waffle,1
5444,Heineken,1
5444,Lobster,1
5444,Coke,2
5445,Miller Light,1
5445,Dale's Pale Ale,1
5445,Coke,1
5445,Fat Sandwich,1
5446,Cold Mountain Winter Ale,3
5446,Miller Light,3
5446,Chocolate Cake,2
5447,Key Lime Pie,1
5447,PseudoSue,3
5448,Union Jack,3
5448,Mountain Dew,1
5448,Grilled Cheese,1
5449,Icehouse,3
5449,Schnickelfritz,1
5449,Coffee,1
5449,Lemonade,2
5450,Anchor Steam Beer,1
5450,Pretzels,2
5451,Stella Artios,4
5451,Goldfish,1
5451,Icehouse,2
5452,Hamburger,2
5452,Landshark Lager,1
5452,Tsingtao,2
5453,Hamburger,1
5453,Cheesecake,1
5453,Union Jack,1
5453,La Roja,2
5454,Pilsner,2
5454,Coffee,1
5454,Nachos,2
5455,Dos Equis,2
5455,Mac n Cheese,1
5456,Lobster,2
5456,La Roja,2
5457,Crab,2
5457,Dale's Pale Ale,2
5458,Vanilla Porter,3
5458,PseudoSue,2
5458,Landshark Lager,1
5459,Shakespeare Oatmeal Stout,4
5459,Bell's Two Hearted,3
5459,Icehouse,1
5460,Mac n Cheese,2
5460,Coke,1
5460,Union Jack,3
5460,Schnickelfritz,4
5461,Buffalo Chicken Sandwich,2
5461,Bell's Two Hearted,1
5461,Surly Brewing Darkness,1
5461,Dogfish Head,3
5462,French Dip,1
5462,Budweiser,4
5463,Hot Dog,2
5463,Penne Vodka,1
5464,Soup,2
5464,Pipeworks Citra,3
5464,Coors,1
5464,French Dip,2
5465,Hamburger,2
5465,Fries,2
5465,Mac n Cheese,1
5465,Corona,3
5466,Lemonade,1
5466,Spaghetti,2
5467,Cheesesteak,1
5467,Upslope Brown Ale,4
5467,Mountain Dew,1
5468,Coors,3
5468,Fries,1
5468,Cold Mountain Winter Ale,3
5468,Cheesecake,1
5469,Pancakes,1
5469,Coors,4
5469,Pipeworks Citra,1
5470,Spaghetti,2
5470,Fancy Lawnmower,1
5471,Dale's Pale Ale,3
5471,Fat Tire,2
5472,Lobster,1
5472,Upslope Brown Ale,2
5472,Nugget Nectar,4
5472,Union Jack,2
5473,Icehouse,3
5473,Dogfish Head,1
5473,French Dip,2
5474,Heineken,4
5474,Crab,2
5474,Pipeworks Citra,2
5475,Saison Rue,2
5475,Key Lime Pie,1
5475,Bell's Two Hearted,2
5476,Saison Rue,1
5476,Blue Moon,2
5476,Calamari,2
5477,Pancakes,2
5477,Samuel Adams,1
5477,Wings,1
5477,Chocolate Cake,1
5478,Union Jack,4
5478,Fries,2
5478,Dogfish Head,2
5479,Coors,2
5479,Hop Slam,1
5480,Pancakes,2
5480,Buffalo Chicken Sandwich,2
5481,Bitter American,2
5481,Samuel Adams,2
5481,Pilsner,4
5481,Vanilla Porter,4
5482,Waffle,1
5482,Hamburger,1
5482,Lobster,1
5483,PseudoSue,1
5483,French Dip,1
5484,Penne Vodka,2
5484,Lone Star,1
5484,Cheesecake,1
5484,Waffle,2
5485,Brooklyn Brewery Lager,1
5485,Cold Mountain Winter Ale,3
5485,Blind Pig IPA,4
5485,Coke,1
5486,Saison Rue,1
5486,Penne Vodka,2
5487,Pipeworks Citra,1
5487,Icehouse,2
5488,Fat Tire,3
5488,Celis White,1
5488,Honry Devil,3
5489,Hefeweizen,2
5489,Tsingtao,3
5490,Heineken,1
5490,Shakespeare Oatmeal Stout,3
5491,Pipeworks Citra,1
5491,Key Lime Pie,2
5492,Vanilla Porter,4
5492,Hot Dog,2
5493,Brooklyn Brewery Lager,1
5493,Goldfish,1
5494,Brooklyn Brewery Lager,3
5494,Grilled Cheese,1
5495,Vanilla Porter,1
5495,Union Jack,1
5496,Miller Light,4
5496,Corona,2
5497,Gose,3
5497,Red Stripe,1
5497,Schnickelfritz,2
5497,PseudoSue,2
5498,Key Lime Pie,1
5498,Allagash White,2
5499,Lemonade,1
5499,Key Lime Pie,1
5499,Union Jack,4
5499,Pilsner,1
5500,Cheesesteak,2
5500,Tsingtao,1
5501,Spaghetti,2
5501,Buffalo Chicken Sandwich,1
5501,Fullsteam Carver,2
5502,Heineken,3
5502,Crab,2
5502,Uncle Jacob's Stout,4
5503,Samuel Adams,1
5503,Key Lime Pie,2
5503,Fries,2
5503,Pretzels,2
5504,Vanilla Porter,4
5504,Hoegaarden,1
5504,Lobster,2
5504,Hamburger,2
5505,Coke,1
5505,Hoegaarden,2
5506,Uncle Jacob's Stout,2
5506,Focal Banger,1
5506,Mountain Dew,1
5506,Brooklyn Brewery Lager,1
5507,Cheesesteak,1
5507,Pipeworks Citra,4
5507,Vanilla Porter,3
5508,Dumplings,1
5508,Landshark Lager,4
5508,Heineken,4
5509,Cold Mountain Winter Ale,1
5509,Gose,2
5509,Nachos,2
5509,Craftsman Cabernale,4
5510,Bell's Two Hearted,4
5510,French Dip,2
5510,Anchor Steam Beer,2
5510,Pipeworks Citra,2
5511,Tsingtao,4
5511,Pabst Blue Ribbon,3
5511,Mountain Dew,1
5512,Cheesecake,2
5512,Upslope Brown Ale,3
5513,Cheesecake,1
5513,Mac n Cheese,1
5514,Cheesesteak,2
5514,Icehouse,2
5515,Mountain Dew,2
5515,Landshark Lager,3
5515,Abner,2
5516,Anchor Steam Beer,4
5516,Pipeworks Citra,1
5517,Samuel Adams,4
5517,Bacon Egg and Cheese,2
5518,Nachos,1
5518,Coke,1
5519,Hamburger,1
5519,French Dip,1
5520,Lemonade,1
5520,Uncle Jacob's Stout,1
5521,Guinness,1
5521,Nugget Nectar,1
5522,Fat Tire,2
5522,Penne Vodka,2
5523,Coors,2
5523,Spaghetti,1
5523,Nugget Nectar,2
5524,Surly Brewing Darkness,3
5524,Fancy Lawnmower,3
5525,Pipeworks Citra,1
5525,Shakespeare Oatmeal Stout,4
5526,Waffle,1
5526,Coke,1
5527,Lemonade,2
5527,Honry Devil,1
5527,Uncle Jacob's Stout,1
5527,Pabst Blue Ribbon,3
5528,Nugget Nectar,4
5528,Hop Head Red,1
5528,Spaghetti,2
5528,Cheesecake,2
5529,Surly Brewing Darkness,2
5529,Blind Pig IPA,4
5529,Waffle,2
5530,Cheesesteak,1
5530,Union Jack,2
5530,La Roja,3
5531,Abner,3
5531,Guinness,2
5531,Dale's Pale Ale,1
5531,Dumplings,1
5532,Calamari,1
5532,Corona,2
5532,Heineken,4
5533,Craftsman Cabernale,3
5533,Red Stripe,2
5533,Buffalo Chicken Sandwich,1
5533,Spaghetti,2
5534,Hoegaarden,1
5534,Chocolate Cake,1
5534,Grilled Cheese,1
5534,Tsingtao,3
5535,Guinness,2
5535,Samuel Adams,4
5535,Blue Moon,2
5535,Chocolate Cake,1
5536,Saison Rue,1
5536,Mac n Cheese,1
5536,Hoegaarden,2
5537,Celis White,2
5537,Cold Mountain Winter Ale,1
5537,Coors,4
5538,Dale's Pale Ale,1
5538,Waffle,1
5538,Chocolate Cake,2
5538,Cheesesteak,1
5539,PseudoSue,4
5539,Soup,2
5540,Fat Tire,4
5540,Hefeweizen,2
5541,Chocolate Cake,2
5541,Landshark Lager,1
5541,Spaghetti,2
5542,Fries,1
5542,Surly Brewing Darkness,2
5542,Upslope Brown Ale,1
5543,Miller Light,3
5543,Nachos,1
5543,Heineken,2
5544,Miller Light,3
5544,Union Jack,2
5544,Heineken,1
5544,Corona,3
5545,Coke,1
5545,Miller Light,3
5545,Celis White,2
5545,Bitter American,2
5546,Icehouse,3
5546,Lobster,1
5546,Coffee,2
5547,Wings,1
5547,Hot Dog,2
5547,Corona,3
5547,Budweiser,1
5548,Miller Light,4
5548,Vanilla Porter,1
5549,Wings,1
5549,Lone Star,2
5549,Spaghetti,1
5550,Spaghetti,1
5550,Pilsner,3
5551,Anchor Steam Beer,4
5551,Lone Star,3
5551,Upslope Brown Ale,2
5551,Mac n Cheese,2
5552,Honry Devil,4
5552,Hop Head Red,3
5552,Dumplings,2
5553,Blue Moon,2
5553,Cheesesteak,1
5554,Chocolate Cake,2
5554,Surly Brewing Darkness,4
5554,Pabst Blue Ribbon,2
5555,Buffalo Chicken Sandwich,1
5555,Key Lime Pie,2
5556,Schnickelfritz,3
5556,Penne Vodka,1
5557,PseudoSue,1
5557,Wings,2
5557,Pipeworks Citra,1
5558,Coffee,2
5558,Hoegaarden,1
5558,Pabst Blue Ribbon,1
5558,Coors,2
5559,Miller Light,3
5559,Budweiser,3
5560,Hamburger,1
5560,Key Lime Pie,1
5560,Union Jack,2
5560,PseudoSue,4
5561,Key Lime Pie,2
5561,Lone Star,2
5562,Schnickelfritz,1
5562,Fat Sandwich,1
5563,Abner,4
5563,Heineken,1
5564,Corona,3
5564,Chocolate Cake,1
5565,Dos Equis,1
5565,Bacon Egg and Cheese,1
5565,Nachos,1
5566,Nachos,1
5566,Schnickelfritz,4
5566,Landshark Lager,1
5566,Gose,3
5567,Dogfish Head,1
5567,Union Jack,2
5567,Hoegaarden,1
5567,Hefeweizen,3
5568,Dogfish Head,3
5568,Upslope Brown Ale,1
5568,Surly Brewing Darkness,3
5568,Waffle,2
5569,Hop Head Red,4
5569,Miller Light,2
5570,Dale's Pale Ale,4
5570,Hamburger,1
5570,Spaghetti,1
5571,Landshark Lager,1
5571,Bell's Two Hearted,4
5571,Mac n Cheese,2
5571,Corona,4
5572,Guinness,1
5572,Budweiser,4
5572,Fries,1
5572,Coke,1
5573,Upslope Brown Ale,3
5573,Craftsman Cabernale,2
5574,Grilled Cheese,2
5574,Wings,2
5575,PseudoSue,4
5575,Hop Slam,4
5575,Hoegaarden,4
5576,Uncle Jacob's Stout,1
5576,Fat Sandwich,1
5577,Fries,1
5577,Focal Banger,4
5577,Lemonade,2
5577,Bell's Two Hearted,4
5578,Abner,2
5578,Samuel Adams,1
5578,PseudoSue,4
5578,Key Lime Pie,1
5579,Coke,2
5579,Union Jack,1
5579,Wings,2
5579,Icehouse,4
5580,Honry Devil,3
5580,Guinness,1
5580,Fries,1
5580,Anchor Steam Beer,2
5581,Nachos,2
5581,Samuel Adams,2
5581,Shakespeare Oatmeal Stout,1
5581,Waffle,2
5582,Hot Dog,2
5582,Lemonade,2
5583,Miller Light,2
5583,Celis White,4
5584,Budweiser,4
5584,Shakespeare Oatmeal Stout,2
5585,Fullsteam Carver,2
5585,Coke,1
5585,Abner,2
5585,Icehouse,3
5586,Nachos,1
5586,Anchor Steam Beer,3
5586,Key Lime Pie,1
5587,Bacon Egg and Cheese,2
5587,Goldfish,1
5588,Hop Head Red,2
5588,Saison Rue,2
5588,Grilled Cheese,1
5588,Pilsner,4
5589,Uncle Jacob's Stout,3
5589,Icehouse,3
5589,Lone Star,2
5590,Hamburger,2
5590,Abner,4
5591,Union Jack,2
5591,Lemonade,2
5592,Chocolate Cake,2
5592,La Roja,4
5592,Samuel Adams,1
5593,Chocolate Cake,2
5593,Guinness,4
5594,Coors,1
5594,Upslope Brown Ale,2
5595,Wings,2
5595,Crab,2
5596,Penne Vodka,2
5596,Pabst Blue Ribbon,2
5596,Pretzels,2
5596,Lobster,1
5597,Nachos,1
5597,Lemonade,2
5597,Hefeweizen,3
5598,Tsingtao,4
5598,Budweiser,4
5598,Samuel Adams,1
5598,Saison Rue,4
5599,Pilsner,4
5599,Guinness,1
5600,Samuel Adams,3
5600,Wings,2
5600,Guinness,1
5601,Bitter American,1
5601,Uncle Jacob's Stout,4
5602,Budweiser,2
5602,Pancakes,2
5602,Hop Slam,3
5602,Dumplings,1
5603,Fat Tire,4
5603,Hefeweizen,2
5603,Corona,4
5604,Nachos,1
5604,Dumplings,2
5604,Mountain Dew,1
5604,Surly Brewing Darkness,4
5605,Dos Equis,2
5605,Chocolate Cake,2
5605,Hot Dog,1
5605,Surly Brewing Darkness,4
5606,Anchor Steam Beer,3
5606,Dos Equis,4
5607,Surly Brewing Darkness,2
5607,Key Lime Pie,2
5608,Fancy Lawnmower,3
5608,Heineken,2
5608,Hamburger,2
5608,French Dip,1
5609,Schnickelfritz,2
5609,Soup,1
5610,La Roja,4
5610,Budweiser,2
5610,Guinness,2
5610,Gose,3
5611,Uncle Jacob's Stout,3
5611,Blind Pig IPA,4
5611,Samuel Adams,1
5611,Bacon Egg and Cheese,2
5612,Coke,2
5612,Mountain Dew,2
5612,Blind Pig IPA,4
5612,Red Stripe,3
5613,Bacon Egg and Cheese,2
5613,Lone Star,2
5613,Nachos,1
5613,Hot Dog,1
5614,Cheesecake,1
5614,Tsingtao,3
5614,Craftsman Cabernale,3
5615,Tsingtao,3
5615,Dale's Pale Ale,4
5615,Wings,1
5615,Dogfish Head,3
5616,Upslope Brown Ale,4
5616,Lobster,2
5616,French Dip,1
5616,Abner,4
5617,Coke,2
5617,Dale's Pale Ale,3
5617,Hop Head Red,1
5617,PseudoSue,3
5618,Fat Tire,4
5618,Honry Devil,1
5618,Blue Moon,1
5619,Penne Vodka,1
5619,Brooklyn Brewery Lager,4
5619,Lone Star,4
5620,Icehouse,4
5620,Nachos,1
5620,Nugget Nectar,3
5620,Crab,2
5621,Lemonade,2
5621,Soup,1
5622,Cold Mountain Winter Ale,1
5622,Landshark Lager,3
5622,Allagash White,4
5622,Shakespeare Oatmeal Stout,3
5623,Waffle,1
5623,Miller Light,1
5623,Landshark Lager,2
5624,Fancy Lawnmower,1
5624,Craftsman Cabernale,2
5624,Nachos,1
5624,Schnickelfritz,2
5625,Surly Brewing Darkness,3
5625,Upslope Brown Ale,3
5625,Cheesecake,1
5626,Hot Dog,2
5626,Dumplings,1
5627,Gose,2
5627,Wings,2
5627,Corona,2
5628,Fries,1
5628,Surly Brewing Darkness,4
5629,Hamburger,1
5629,Uncle Jacob's Stout,2
5629,La Roja,4
5629,Hop Slam,4
5630,Buffalo Chicken Sandwich,2
5630,Bell's Two Hearted,4
5631,Blue Moon,1
5631,Gose,3
5631,Dale's Pale Ale,3
5632,Coke,1
5632,Hamburger,1
5632,Focal Banger,4
5632,Dogfish Head,2
5633,Fat Tire,3
5633,Allagash White,1
5633,Saison Rue,4
5633,Pabst Blue Ribbon,3
5634,Hop Slam,1
5634,Crab,2
5635,Cheesecake,2
5635,Brooklyn Brewery Lager,3
5635,Fancy Lawnmower,3
5636,Schnickelfritz,4
5636,Union Jack,2
5636,Waffle,1
5637,Bacon Egg and Cheese,1
5637,French Dip,1
5637,Hoegaarden,1
5637,Pilsner,1
5638,Dumplings,2
5638,Dos Equis,3
5638,Goldfish,2
5639,La Roja,4
5639,Craftsman Cabernale,1
5639,Mac n Cheese,2
5640,Grilled Cheese,1
5640,Dumplings,2
5640,Hop Slam,4
5640,Miller Light,4
5641,Guinness,2
5641,Cold Mountain Winter Ale,3
5642,Saison Rue,2
5642,Lemonade,2
5643,Miller Light,1
5643,Nachos,2
5644,Cheesecake,1
5644,PseudoSue,3
5645,Pilsner,3
5645,Miller Light,4
5646,Bacon Egg and Cheese,1
5646,Coffee,2
5646,Pipeworks Citra,1
5647,Landshark Lager,3
5647,Fullsteam Carver,2
5648,Hamburger,2
5648,Penne Vodka,1
5648,Tsingtao,1
5649,Schnickelfritz,4
5649,Surly Brewing Darkness,1
5649,Nugget Nectar,4
5649,Red Stripe,3
5650,Upslope Brown Ale,2
5650,PseudoSue,1
5650,Buffalo Chicken Sandwich,2
5651,Corona,1
5651,Waffle,1
5651,Hoegaarden,2
5651,Hop Slam,2
5652,Anchor Steam Beer,2
5652,Mountain Dew,2
5653,Crab,1
5653,Allagash White,1
5654,Landshark Lager,4
5654,Upslope Brown Ale,1
5654,Saison Rue,2
5655,Chocolate Cake,2
5655,Cheesesteak,2
5655,Vanilla Porter,4
5656,Saison Rue,2
5656,Anchor Steam Beer,2
5656,Crab,2
5656,Samuel Adams,2
5657,Pabst Blue Ribbon,3
5657,Hot Dog,1
5658,Mountain Dew,2
5658,Coke,2
5658,Chocolate Cake,2
5658,Hot Dog,1
5659,Brooklyn Brewery Lager,2
5659,Landshark Lager,2
5660,Schnickelfritz,2
5660,Abner,2
5660,Lone Star,4
5660,Miller Light,2
5661,Lone Star,3
5661,Abner,3
5661,Surly Brewing Darkness,1
5662,Pancakes,2
5662,Heineken,4
5662,Red Stripe,3
5663,Icehouse,1
5663,Vanilla Porter,4
5664,Blue Moon,3
5664,French Dip,2
5664,Allagash White,3
5665,Fries,1
5665,Dos Equis,4
5665,Hoegaarden,1
5665,Fullsteam Carver,4
5666,Bell's Two Hearted,1
5666,Spaghetti,2
5667,Stella Artios,2
5667,Mac n Cheese,1
5667,Landshark Lager,1
5668,Key Lime Pie,2
5668,Uncle Jacob's Stout,3
5668,Dale's Pale Ale,4
5669,PseudoSue,3
5669,Dale's Pale Ale,3
5670,Focal Banger,4
5670,Mountain Dew,2
5670,Craftsman Cabernale,3
5671,Fat Sandwich,1
5671,Spaghetti,1
5671,Blue Moon,3
5672,Allagash White,4
5672,Lemonade,1
5673,Nugget Nectar,2
5673,Chocolate Cake,2
5673,Grilled Cheese,2
5673,Mountain Dew,2
5674,Grilled Cheese,2
5674,Lemonade,2
5674,Tsingtao,4
5674,Corona,4
5675,Blind Pig IPA,3
5675,Hoegaarden,1
5676,Craftsman Cabernale,3
5676,Samuel Adams,2
5676,Shakespeare Oatmeal Stout,3
5676,Fat Tire,3
5677,Vanilla Porter,2
5677,Celis White,2
5677,Key Lime Pie,2
5677,Fancy Lawnmower,3
5678,Anchor Steam Beer,4
5678,Craftsman Cabernale,3
5678,Fancy Lawnmower,1
5678,Nugget Nectar,4
5679,Wings,1
5679,Shakespeare Oatmeal Stout,2
5679,Pilsner,3
5680,Chocolate Cake,1
5680,Fullsteam Carver,2
5681,La Roja,4
5681,Mountain Dew,2
5682,Gose,2
5682,Blind Pig IPA,1
5682,Cheesesteak,1
5683,Icehouse,1
5683,Brooklyn Brewery Lager,2
5684,Dos Equis,1
5684,Tsingtao,3
5684,Dumplings,2
5684,Chocolate Cake,2
5685,Schnickelfritz,2
5685,Wings,2
5685,Landshark Lager,4
5686,Hefeweizen,2
5686,Schnickelfritz,3
5686,Lobster,2
5686,Coors,3
5687,Mountain Dew,1
5687,Hoegaarden,1
5687,Lone Star,3
5688,Grilled Cheese,1
5688,Wings,1
5689,Surly Brewing Darkness,2
5689,Miller Light,4
5689,Corona,1
5689,Icehouse,3
5690,Guinness,3
5690,Grilled Cheese,1
5690,Upslope Brown Ale,3
5690,Lobster,1
5691,Pipeworks Citra,1
5691,Goldfish,2
5692,Cold Mountain Winter Ale,1
5692,Hamburger,1
5693,Upslope Brown Ale,2
5693,Bacon Egg and Cheese,1
5693,Penne Vodka,2
5693,Hoegaarden,4
5694,Icehouse,2
5694,Cheesesteak,1
5694,Surly Brewing Darkness,4
5695,Icehouse,3
5695,Penne Vodka,2
5695,Coffee,1
5695,La Roja,2
5696,Crab,2
5696,Cheesesteak,2
5696,Pretzels,2
5697,Landshark Lager,2
5697,Fullsteam Carver,4
5697,Pipeworks Citra,2
5697,Hop Head Red,2
5698,Vanilla Porter,4
5698,Bacon Egg and Cheese,2
5698,Lobster,1
5699,Key Lime Pie,2
5699,Gose,3
5699,Uncle Jacob's Stout,3
5700,Celis White,3
5700,Mountain Dew,1
5701,Saison Rue,4
5701,Budweiser,1
5701,Samuel Adams,4
5701,Wings,1
5702,Stella Artios,3
5702,Celis White,2
5702,Lone Star,3
5702,Blue Moon,4
5703,La Roja,3
5703,Bitter American,4
5704,Honry Devil,1
5704,Lobster,2
5705,Dos Equis,4
5705,Fat Tire,2
