bill_ID,bar,time,day
4020,Canela Bistro and Wine Bar,18:46,Friday
4021,1836 Grill,10:05,Wednesday
4022,The Starlight Room,23:53,Tuesday
4023,Corner Tavern,21:47,Monday
4024,The Townsend,11:28,Wednesday
4025,Cajun Cabin,11:17,Sunday
4026,Dalva,12:54,Wednesday
4027,Garage,23:16,Tuesday
4028,A Clean, Well-Lighted Place,22:42,Monday
4029,Buddha Lounge,00:58,Monday
4030,Dive Bar and Lounge,16:43,Friday
4031,Mystic Island Casino,00:42,Thursday
4032,Bar 821,16:32,Saturday
4033,Bada Bing!,23:09,Sunday
4034,The Crow & Crown,10:36,Wednesday
4035,Local Edition,02:55,Saturday
4036,Tempest,20:00,Wednesday
4037,Bourbon and Branch,10:33,Monday
4038,Friends Bar,19:46,Wednesday
4039,Local Edition,13:45,Wednesday
4040,Mikkeller Bar,10:05,Tuesday
4041,Forgery Bar,20:24,Thursday
4042,Death and Co,23:54,Friday
4043,Scarlet Pub,17:30,Thursday
4044,Hot Bird,14:08,Friday
4045,Rick's Cafe Americanain,19:13,Tuesday
4046,Maccadam's Old Oil House,21:56,Thursday
4047,The People's Republik,14:16,Sunday
4048,Murio's Trophy Room,02:14,Friday
4049,Chatsubo,18:59,Thursday
4050,Comstock Saloon,18:43,Wednesday
4051,Rickhouse,18:14,Thursday
4052,Novela,13:10,Friday
4053,The Jack Saloon,20:06,Sunday
4054,Canela Bistro and Wine Bar,13:22,Friday
4055,Blondie's Bar,12:14,Thursday
4056,Smog Cutter,22:21,Thursday
4057,The Beer Hall,14:48,Friday
4058,The Brick,19:16,Friday
4059,Rusted Furnace,23:07,Monday
4060,Cold Drinks Bar,11:19,Friday
4061,95 Slide,15:39,Friday
4062,Seven Grand,15:39,Wednesday
4063,The Roosevelt Room,16:49,Tuesday
4064,Corner Tavern,10:00,Sunday
4065,Oddjob,15:49,Saturday
4066,Burnt Toast,21:57,Wednesday
4067,The Monkey Farm Cafe,18:24,Tuesday
4068,The Monkey Farm Cafe,00:53,Saturday
4069,Ray's Happy Birthday Bar,19:14,Monday
4070,Wilma's,02:32,Tuesday
4071,Paddy's Pub,10:29,Saturday
4072,Local Edition,22:36,Wednesday
4073,Dive Bar and Lounge,19:13,Monday
4074,Fat Angel,16:09,Tuesday
4075,Brass Tracks,14:18,Tuesday
4076,Hop Sing Laundromat,22:11,Tuesday
4077,Monaghan's Bar,22:20,Tuesday
4078,Coffeecake,19:20,Tuesday
4079,Bar San Pancho,20:08,Saturday
4080,1836 Grill,00:04,Tuesday
4081,Smuggler's Cove,10:15,Saturday
4082,Winchester Tavern,19:01,Monday
4083,Clydz,17:00,Tuesday
4084,Top of the Mark,00:39,Wednesday
4085,The Hip Joint,20:35,Sunday
4086,Oddjob,15:41,Monday
4087,Seven Grand,10:50,Wednesday
4088,Death and Co,19:56,Tuesday
4089,Bean Bag,13:36,Monday
4090,Press Club,00:12,Thursday
4091,15 Romolo,02:31,Saturday
4092,Cajun Cabin,14:50,Friday
4093,The Drunken Clam,02:05,Tuesday
4094,Linden Room,00:15,Tuesday
4095,Wilma's,20:44,Monday
4096,Bar Fluxus,15:20,Wednesday
4097,The Beer Hall,17:44,Monday
4098,Snake and Jake's Christmas Club Lounge,19:23,Tuesday
4099,Maccadam's Old Oil House,11:48,Monday
4100,BlackBird,00:05,Thursday
4101,Friends Bar,22:18,Tuesday
4102,Barca City,15:36,Friday
4103,Madrone Art Bar,17:54,Saturday
4104,Knomad Bar,02:15,Tuesday
4105,Levy's,01:29,Wednesday
4106,BlackBird,02:01,Sunday
4107,Union Square Sports Bar,12:50,Sunday
4108,The Pitch and Roll,23:37,Wednesday
4109,Levy's,01:43,Monday
4110,The Sea Star,11:17,Sunday
4111,Lee Harvey's,23:25,Friday
4112,Black Horse London Pub,12:07,Tuesday
4113,Mystic Island Casino,21:31,Wednesday
4114,Rock Bar,16:18,Sunday
4115,Seven Grand,14:37,Friday
4116,The Monk's Kettle,10:38,Tuesday
4117,The Green Dragon Inn,02:20,Friday
4118,Rickhouse,14:07,Tuesday
4119,Monaghan's Bar,01:38,Wednesday
4120,Friends Bar,18:03,Sunday
4121,Otto's Shrunken Head,10:56,Thursday
4122,Cajun Cabin,02:03,Thursday
4123,Firehouse Lounge,16:16,Tuesday
4124,The Tiny Twister,22:05,Friday
4125,Mystic Island Casino,12:40,Wednesday
4126,The Dogg House,13:42,Thursday
4127,Kadie's Club Pecos,20:13,Monday
4128,15 Romolo,01:35,Friday
4129,The Bang Bang Bar,23:27,Saturday
4130,Cajun Cabin,18:18,Friday
4131,The Hip Joint,01:18,Sunday
4132,Novela,01:06,Friday
4133,BlackBird,22:09,Monday
4134,Mystic Island Casino,12:27,Wednesday
4135,The Bar at Milliways,18:28,Monday
4136,Noc Noc,01:04,Friday
4137,The Pool Hall,23:47,Monday
4138,Scarlet Pub,01:35,Monday
4139,Seven Grand,12:34,Sunday
4140,Just Off Vine,22:27,Wednesday
4141,Greely's,20:14,Thursday
4142,1836 Grill,22:12,Monday
4143,Paddy's Pub,11:25,Saturday
4144,Oddjob,10:12,Sunday
4145,Monaghan's Bar,21:39,Friday
4146,Chatsubo,18:19,Monday
4147,Boar's Head Tavern,20:06,Tuesday
4148,The Roosevelt Room,13:18,Sunday
4149,Fast Eddie's,14:26,Thursday
4150,Firehouse Lounge,20:06,Friday
4151,Craft Pride,00:59,Wednesday
4152,Linden Room,19:02,Monday
4153,The Jack Saloon,17:35,Thursday
4154,The Monkey Farm Cafe,23:58,Tuesday
4155,O'Malley's Bar,02:56,Tuesday
4156,Mr. Sizzles,18:49,Wednesday
4157,HandleBar,13:15,Friday
4158,Blondie's Bar,21:56,Tuesday
4159,Chatsubo,15:52,Sunday
4160,Jumbo's Clown Room,12:37,Saturday
4161,Bernie's Burger Bus,19:59,Saturday
4162,Press Club,22:29,Sunday
4163,Harry Hope's Saloon,20:18,Monday
4164,The Hog's Head Inn,21:55,Tuesday
4165,Tin 'n' Lint,15:17,Wednesday
4166,Bond Bar,12:37,Thursday
4167,Rusted Furnace,21:14,Thursday
4168,Bean Bag,17:05,Friday
4169,The Green Dragon Inn,16:40,Friday
4170,The Gold Room,15:14,Monday
4171,Ten Foward,11:22,Sunday
4172,Otto's Shrunken Head,02:53,Wednesday
4173,The Monk's Kettle,14:40,Thursday
4174,Monaghan's Bar,10:08,Monday
4175,The Roosevelt Room,00:25,Friday
4176,Linden Room,16:29,Thursday
4177,Ray's Happy Birthday Bar,11:46,Sunday
4178,Local Edition,12:44,Saturday
4179,The Townsend,16:27,Monday
4180,Local Edition,00:55,Tuesday
4181,Boar's Head Tavern,00:17,Friday
4182,Jalapeno Brothers,21:47,Wednesday
4183,Cajun Cabin,02:24,Monday
4184,Snake and Jake's Christmas Club Lounge,14:44,Monday
4185,Firehouse Lounge,01:12,Friday
4186,Tabard Inn,10:46,Monday
4187,Bada Bing!,23:53,Sunday
4188,The Pied Piper,23:58,Tuesday
4189,Paddy's Pub,14:54,Wednesday
4190,Monaghan's Bar,12:14,Monday
4191,Whitechapel,16:56,Wednesday
4192,Burnt Toast,11:53,Friday
4193,The Admiral Benbow Inn,18:45,Wednesday
4194,The Admiral Benbow Inn,00:34,Tuesday
4195,Wildhawk,18:20,Tuesday
4196,Greely's,21:26,Saturday
4197,Atomic Liquors,22:56,Monday
4198,Rick's Cafe Americanain,12:20,Sunday
4199,Craft Pride,12:58,Sunday
4200,Hazel Southern Bar,01:10,Monday
4201,Weenie Hut Jr's,10:03,Saturday
4202,Union Square Sports Bar,15:08,Tuesday
4203,Smuggler's Cove,23:00,Monday
4204,Levy's,15:05,Friday
4205,Marie's Crisis Cafe,18:39,Saturday
4206,Cockatoo Inn,23:51,Tuesday
4207,Mr. Sizzles,15:27,Saturday
4208,Rock Bar,18:11,Wednesday
4209,Library Bar,18:42,Sunday
4210,The Tipsy Cow,20:07,Thursday
4211,Victory,02:44,Monday
4212,Mikkeller Bar,16:49,Wednesday
4213,HandleBar,20:07,Sunday
4214,Rusted Furnace,12:53,Saturday
4215,Bar 821,10:57,Wednesday
4216,Cold Drinks Bar,00:57,Friday
4217,Lighthouse Bar and Grill,15:49,Thursday
4218,Boar's Head Tavern,21:07,Tuesday
4219,Just Off Vine,16:46,Saturday
4220,The Admiral Benbow Inn,23:18,Wednesday
4221,The Hip Joint,15:46,Tuesday
4222,Just Off Vine,12:12,Friday
4223,Bar 821,00:15,Sunday
4224,Cityscape,23:56,Tuesday
4225,BlackBird,23:29,Tuesday
4226,Munden's Bar,00:20,Tuesday
4227,Bada Bing!,23:16,Tuesday
4228,The Skylark Lounge,01:25,Thursday
4229,Greely's,15:25,Wednesday
4230,Mystic Island Casino,11:18,Tuesday
4231,Garage,14:33,Friday
4232,Winchester Tavern,01:05,Friday
4233,The Hip Joint,17:25,Tuesday
4234,Union Square Sports Bar,17:11,Wednesday
4235,The Dexter Lake Club,02:51,Thursday
4236,Holy Water,01:58,Sunday
4237,Wildhawk,16:07,Thursday
4238,The Bar at Milliways,10:26,Thursday
4239,BlackBird,17:32,Tuesday
4240,Atomic Liquors,22:14,Saturday
4241,Mikkeller Bar,00:26,Tuesday
4242,Craft Pride,22:28,Tuesday
4243,Tempest,12:30,Wednesday
4244,Victory,15:43,Wednesday
4245,Street Dips,15:31,Wednesday
4246,Rick's Cafe Americanain,00:58,Wednesday
4247,The Billy goat Tavern,21:59,Wednesday
4248,Resolute,12:56,Tuesday
4249,Jimmy D's,17:19,Sunday
4250,Craft Pride,01:25,Saturday
4251,Novela,21:55,Tuesday
4252,Mr. Sizzles,19:22,Wednesday
4253,The Roosevelt Room,00:38,Saturday
4254,Full Circle Bar,23:06,Wednesday
4255,Bar of the Dogs,17:02,Wednesday
4256,Cajun Cabin,10:05,Thursday
4257,Full Circle Bar,15:54,Saturday
4258,Mickey's Pub,19:29,Thursday
4259,Otto's Shrunken Head,12:26,Friday
4260,Caribbean Breeze,00:39,Monday
4261,Dalva,19:02,Thursday
4262,Element,12:14,Monday
4263,Zeitgeist,21:39,Saturday
4264,Brass Tracks,02:34,Saturday
4265,Off the Hook,17:10,Wednesday
4266,The Monk's Kettle,01:21,Wednesday
4267,Barca City,17:44,Tuesday
4268,Canela Bistro and Wine Bar,18:41,Sunday
4269,The Pied Piper,14:19,Friday
4270,The Last Resort,17:39,Friday
4271,Club Sugar Ray,14:25,Tuesday
4272,Just Off Vine,02:29,Thursday
4273,Fireside Bar,10:03,Thursday
4274,Tin 'n' Lint,12:07,Wednesday
4275,Bar Fluxus,22:33,Thursday
4276,The Crow & Crown,23:28,Wednesday
4277,The Gold Room,11:51,Friday
4278,The Jackalope,12:55,Tuesday
4279,Craft Pride,14:56,Wednesday
4280,The Starlight Room,22:42,Sunday
4281,Bender's,16:44,Thursday
4282,Mr. Sizzles,00:19,Wednesday
4283,Craft Pride,14:15,Wednesday
4284,Dino's Bar and Grill,18:24,Thursday
4285,Last Call Bar,02:24,Thursday
4286,Oddjob,01:01,Thursday
4287,Chatsubo,22:02,Saturday
4288,The Dogg House,23:49,Monday
4289,Whitechapel,14:44,Friday
4290,Monaghan's Bar,15:33,Friday
4291,Ink and Paint Club,18:28,Wednesday
4292,Murio's Trophy Room,11:25,Monday
4293,Volpe's,13:47,Sunday
4294,Seven Grand,00:36,Tuesday
4295,The Beer Hall,15:04,Thursday
4296,The Dexter Lake Club,10:09,Saturday
4297,Burgers Ya Heard,16:01,Saturday
4298,Oyster Creek Inn,02:33,Thursday
4299,Friends Bar,16:14,Tuesday
4300,Element,02:41,Monday
4301,The Boxcar,00:43,Friday
4302,Corner Tavern,22:54,Friday
4303,The Townsend,15:43,Wednesday
4304,The Pastry War,10:28,Monday
4305,The Moon Under Water,21:33,Tuesday
4306,The Alembic,02:40,Friday
4307,The Monkey Farm Cafe,14:51,Wednesday
4308,The Rolling Hunger,19:24,Wednesday
4309,The Double Deuce,13:52,Thursday
4310,The Billy goat Tavern,18:58,Monday
4311,Coffeecake,02:57,Saturday
4312,Novela,15:05,Monday
4313,The Grackle,12:29,Saturday
4314,Linden Room,18:05,Monday
4315,Benjamin Cooper,19:56,Sunday
4316,Black Horse London Pub,00:10,Wednesday
4317,The Alembic,21:07,Sunday
4318,Cajun Cabin,02:11,Tuesday
4319,Bob's Country Bunker,11:20,Monday
4320,Chatsubo,15:56,Sunday
4321,Bar of the Dogs,16:36,Friday
4322,The Hideout Theatre,02:51,Sunday
4323,The House of shields,23:40,Sunday
4324,Aunt Charlie's Lounge,02:17,Wednesday
4325,The Brick,10:31,Saturday
4326,Munden's Bar,23:28,Saturday
4327,Psycho Suzi's,19:31,Saturday
4328,The Bar,15:22,Wednesday
4329,The House of shields,17:13,Sunday
4330,Steve Vo's,14:29,Thursday
4331,Jalapeno Brothers,10:58,Sunday
4332,Rusted Furnace,22:16,Thursday
4333,The Crazy Horse,10:27,Thursday
4334,The Pool Hall,12:33,Saturday
4335,Linden Room,21:11,Wednesday
4336,The Tipsy Cow,11:27,Thursday
4337,Salty Squid,10:17,Tuesday
4338,Linden Room,18:10,Thursday
4339,Friends Bar,22:58,Sunday
4340,Full Circle Bar,02:26,Friday
4341,Dino's Bar and Grill,13:53,Wednesday
4342,Whisler's,18:30,Monday
4343,Psycho Suzi's,21:13,Friday
4344,Ink and Paint Club,02:23,Tuesday
4345,Blondie's Bar,20:11,Monday
4346,The Starlight Room,17:17,Saturday
4347,HandleBar,19:14,Sunday
4348,Tin 'n' Lint,22:28,Sunday
4349,Zam Zam,02:48,Friday
4350,Tempest,21:00,Friday
4351,Bar Fluxus,16:29,Sunday
4352,Street Dips,18:16,Wednesday
4353,Robert's Western World,20:55,Sunday
4354,O'Malley's Bar,12:49,Wednesday
4355,Aunt Charlie's Lounge,15:06,Thursday
4356,Holy Water,10:24,Thursday
4357,1836 Grill,11:07,Sunday
4358,Oddjob,02:19,Tuesday
4359,Bar Fluxus,21:48,Monday
4360,The Drunken Clam,01:59,Friday
4361,The Skylark Lounge,10:33,Sunday
4362,Ten Foward,15:15,Monday
4363,Jalapeno Brothers,01:43,Thursday
4364,Lefty's Pub,02:42,Thursday
4365,Madrone Art Bar,18:16,Monday
4366,Friends Bar,02:12,Wednesday
4367,Buddha Lounge,15:45,Wednesday
4368,The Pied Piper,12:35,Saturday
4369,The Dexter Lake Club,22:14,Wednesday
4370,Cajun Cabin,00:26,Tuesday
4371,Korova Milk Bar,17:11,Monday
4372,Zeitgeist,01:03,Sunday
4373,Munden's Bar,15:42,Tuesday
4374,Off the Hook,21:01,Monday
4375,Salty Squid,15:47,Monday
4376,Blondie's Bar,23:57,Friday
4377,The Store,23:24,Tuesday
4378,Tempest,02:04,Saturday
4379,Benjamin Cooper,17:46,Sunday
4380,Craft Pride,13:37,Saturday
4381,Charmaine's,01:14,Monday
4382,Boar's Head Tavern,15:52,Thursday
4383,The Last Resort,02:11,Tuesday
4384,Snake and Jake's Christmas Club Lounge,11:31,Wednesday
4385,Corner Tavern,21:32,Thursday
4386,Resolute,16:48,Wednesday
4387,Weenie Hut Jr's,19:54,Friday
4388,Club Sugar Ray,19:48,Sunday
4389,The Beer Hall,01:43,Saturday
4390,Blondie's Bar,21:35,Saturday
4391,Lighthouse Bar and Grill,11:44,Sunday
4392,The Grackle,02:30,Monday
4393,Whisler's,00:53,Wednesday
4394,The People's Republik,17:03,Sunday
4395,Tin 'n' Lint,21:49,Saturday
4396,Maccadam's Old Oil House,15:34,Saturday
4397,Barca City,19:40,Monday
4398,The Double Deuce,12:23,Monday
4399,The Pastry War,01:40,Monday
4400,The Hog's Head Inn,01:40,Sunday
4401,The Drunken Clam,12:56,Friday
4402,Coffeecake,18:17,Tuesday
4403,The Sea Star,10:55,Monday
4404,Tonga Room,01:40,Sunday
4405,Weenie Hut Jr's,00:27,Friday
4406,The Beer Hall,23:44,Sunday
4407,Ink and Paint Club,12:51,Saturday
4408,The Gem Saloon,15:06,Wednesday
4409,Local Edition,12:05,Friday
4410,The Crow & Crown,14:05,Tuesday
4411,Monaghan's Bar,19:52,Saturday
4412,Winchester Tavern,11:51,Monday
4413,The Admiral Benbow Inn,10:24,Saturday
4414,The Store,00:49,Tuesday
4415,Mr. Sizzles,15:45,Sunday
4416,Smog Cutter,22:25,Sunday
4417,Midnight Cowboy,02:53,Friday
4418,Zeitgeist,20:42,Wednesday
4419,The Gem Saloon,23:00,Wednesday
4420,The Boxcar,11:35,Tuesday
4421,The Grackle,19:23,Monday
4422,Bender's,22:14,Monday
4423,Toronado,18:03,Wednesday
4424,BlackBird,22:26,Friday
4425,Holy Water,22:27,Thursday
4426,Ten Foward,00:17,Saturday
4427,The Pastry War,20:37,Tuesday
4428,The Pastry War,16:29,Tuesday
4429,Firehouse Lounge,01:23,Saturday
4430,Forgery Bar,18:53,Wednesday
4431,Marie's Crisis Cafe,14:31,Saturday
4432,Trick Dog,00:41,Monday
4433,Oddjob,22:39,Wednesday
4434,Noc Noc,13:27,Monday
4435,Toronado,01:59,Monday
4436,The Grackle,11:31,Saturday
4437,Rickhouse,18:22,Thursday
4438,Lil Phil's Grill,01:31,Monday
4439,Robert's Western World,00:06,Monday
4440,The Monkey Farm Cafe,20:13,Sunday
4441,95 Slide,15:46,Tuesday
4442,Cheers,18:56,Monday
4443,Local Edition,23:44,Friday
4444,Whitechapel,22:23,Sunday
4445,Smog Cutter,19:08,Monday
4446,Greely's,17:57,Thursday
4447,Corner Tavern,23:15,Saturday
4448,Fast Eddie's,00:28,Tuesday
4449,Greely's,17:15,Saturday
4450,Death and Co,12:36,Saturday
4451,Robert's Western World,21:07,Wednesday
4452,Tin 'n' Lint,02:03,Saturday
4453,The Gold Room,16:51,Friday
4454,Novela,00:44,Thursday
4455,Bar of the Dogs,02:49,Tuesday
4456,The Admiral Benbow Inn,02:08,Tuesday
4457,Element,17:54,Sunday
4458,Club Sugar Ray,16:22,Sunday
4459,Fast Eddie's,11:53,Tuesday
4460,Weenie Hut Jr's,15:41,Tuesday
4461,Novela,10:43,Sunday
4462,Trick Dog,00:13,Thursday
4463,The Surly Wench Pub,14:17,Saturday
4464,Forgery Bar,20:00,Friday
4465,15 Romolo,14:06,Friday
4466,Charmaine's,20:25,Wednesday
4467,Volpe's,19:43,Wednesday
4468,Snake and Jake's Christmas Club Lounge,00:03,Friday
4469,Korova Milk Bar,11:08,Sunday
4470,Bar Fluxus,15:22,Tuesday
4471,The Bar at Milliways,21:26,Friday
4472,Ink and Paint Club,18:47,Sunday
4473,The Tipsy Cow,18:14,Monday
4474,Madrone Art Bar,22:17,Saturday
4475,Inky Stink,15:07,Monday
4476,HandleBar,11:03,Thursday
4477,Bob's Country Bunker,11:41,Monday
4478,The Store,19:58,Wednesday
4479,Element,23:49,Tuesday
4480,The Dexter Lake Club,19:16,Monday
4481,Weenie Hut Jr's,21:21,Thursday
4482,Bond Bar,11:57,Thursday
4483,The Townsend,10:03,Thursday
4484,The Gold Room,00:48,Friday
4485,Mickey's Pub,02:36,Monday
4486,Fireside Bar,14:21,Tuesday
4487,O'Malley's Bar,01:34,Friday
4488,Rock Bar,11:26,Saturday
4489,Benjamin Cooper,02:40,Sunday
4490,The Pool Hall,19:52,Friday
4491,Garage,00:55,Thursday
4492,Munden's Bar,23:21,Thursday
4493,Cityscape,17:48,Monday
4494,Black Horse London Pub,20:23,Monday
4495,A Clean, Well-Lighted Place,21:46,Friday
4496,Firehouse Lounge,12:27,Wednesday
4497,Street Dips,23:54,Thursday
4498,Aunt Charlie's Lounge,01:46,Saturday
4499,Korova Milk Bar,02:38,Thursday
4500,Union Square Sports Bar,11:05,Monday
4501,Aunt Charlie's Lounge,23:56,Monday
4502,Craft Pride,13:04,Monday
4503,Lighthouse Bar and Grill,16:07,Friday
4504,Bada Bing!,00:56,Friday
4505,Dive Bar and Lounge,14:42,Friday
4506,Psycho Suzi's,14:07,Friday
4507,Cityscape,17:00,Friday
4508,Rickhouse,21:42,Thursday
4509,Smog Cutter,02:33,Saturday
4510,The Hideout Theatre,21:33,Sunday
4511,Salty Squid,18:46,Monday
4512,Oyster Creek Inn,14:23,Wednesday
4513,Fast Eddie's,01:53,Monday
4514,The Pitch and Roll,16:19,Tuesday
4515,Wilma's,11:20,Monday
4516,Chatsubo,13:16,Saturday
4517,Bourbon and Branch,02:17,Tuesday
4518,Local Edition,11:22,Friday
4519,Zeitgeist,11:06,Sunday
4520,Salty Squid,22:06,Thursday
4521,Barca City,18:32,Tuesday
4522,Last Call Bar,21:33,Thursday
4523,The Green Dragon Inn,13:45,Wednesday
4524,The Jack Saloon,02:15,Friday
4525,The Monkey Farm Cafe,11:49,Wednesday
4526,The Fainting Goat,18:09,Saturday
4527,Mystic Island Casino,23:37,Wednesday
4528,The Grackle,13:40,Thursday
4529,Ray's Happy Birthday Bar,01:16,Friday
4530,Craft Pride,17:03,Tuesday
4531,El Tenedor,00:21,Tuesday
4532,Forgery Bar,00:19,Thursday
4533,Jumbo's Clown Room,00:24,Thursday
4534,Bender's,00:40,Thursday
4535,Burnt Toast,23:40,Wednesday
4536,Pacific Cocktail Haven,01:45,Thursday
4537,Marie's Crisis Cafe,10:03,Thursday
4538,O'Malley's Bar,13:13,Saturday
4539,The Brick,16:13,Sunday
4540,Whisler's,14:01,Monday
4541,The Crazy Horse,16:52,Sunday
4542,Volpe's,15:16,Wednesday
4543,The Green Dragon Inn,01:36,Tuesday
4544,Tempest,10:23,Saturday
4545,Mickey's Pub,17:43,Sunday
4546,The Alembic,14:11,Wednesday
4547,The Tiny Twister,23:25,Thursday
4548,Mickey's Pub,21:35,Thursday
4549,Atomic Liquors,16:57,Wednesday
4550,Meibeyer's,23:48,Monday
4551,Toronado,16:12,Saturday
4552,Gaston's,17:19,Monday
4553,Tabard Inn,12:56,Friday
4554,Tonga Room,01:09,Monday
4555,Bourbon and Branch,00:21,Tuesday
4556,The House of shields,13:08,Wednesday
4557,The House of shields,16:40,Friday
4558,Cockatoo Inn,14:54,Wednesday
4559,The Rolling Hunger,19:38,Friday
4560,Wilma's,19:07,Tuesday
4561,Knomad Bar,02:04,Sunday
4562,Madrone Art Bar,17:10,Thursday
4563,The Crow & Crown,10:41,Saturday
4564,The Hip Joint,19:23,Friday
4565,Caribbean Breeze,19:08,Wednesday
4566,Oddjob,14:00,Friday
4567,Mystic Island Casino,16:39,Friday
4568,The Snakehole,14:27,Thursday
4569,Noc Noc,21:42,Wednesday
4570,Marie's Crisis Cafe,22:28,Monday
4571,Salty Squid,02:47,Friday
4572,The Pool Hall,20:03,Thursday
4573,BlackBird,20:56,Sunday
4574,Steve Vo's,12:06,Sunday
4575,Jimmy D's,11:51,Thursday
4576,Brass Tracks,19:47,Thursday
4577,Whitechapel,15:20,Sunday
4578,Lefty's Pub,20:08,Friday
4579,Tucker's Tavern,17:31,Monday
4580,Tucker's Tavern,19:45,Friday
4581,Comstock Saloon,20:14,Tuesday
4582,Oyster Creek Inn,13:08,Sunday
4583,Bus Stop,18:34,Monday
4584,Midnight Cowboy,14:30,Sunday
4585,The Pastry War,10:47,Monday
4586,Kelly's Korner,23:02,Wednesday
4587,The Pool Hall,21:55,Wednesday
4588,Bob's Country Bunker,16:39,Saturday
4589,Rock Bar,13:07,Wednesday
4590,Union Square Sports Bar,02:47,Tuesday
4591,Off the Hook,17:04,Saturday
4592,Zam Zam,18:35,Tuesday
4593,Bar of the Dogs,16:17,Wednesday
4594,Dalva,02:16,Wednesday
4595,1836 Grill,11:59,Tuesday
4596,Midnight Cowboy,18:28,Thursday
4597,Press Club,21:22,Saturday
4598,The Boxcar,22:22,Saturday
4599,The Beer Hall,00:19,Monday
4600,Union Square Sports Bar,20:10,Tuesday
4601,Hazel Southern Bar,12:51,Thursday
4602,Bus Stop,14:55,Tuesday
4603,1836 Grill,17:14,Monday
4604,Noc Noc,20:09,Wednesday
4605,Zeitgeist,20:53,Tuesday
4606,Brass Tracks,23:26,Thursday
4607,The People's Republik,18:47,Friday
4608,15 Romolo,18:10,Wednesday
4609,15 Romolo,16:34,Tuesday
4610,Fat Angel,02:21,Saturday
4611,Pacific Cocktail Haven,01:30,Thursday
4612,Marie's Crisis Cafe,22:24,Tuesday
4613,1836 Grill,17:49,Sunday
4614,Bond Bar,23:40,Sunday
4615,Jazzy B's,01:31,Monday
4616,Hot Bird,01:07,Tuesday
4617,The Gem Saloon,21:51,Friday
4618,The Starlight Room,20:05,Thursday
4619,The Boxcar,23:35,Saturday
4620,Top of the Mark,19:54,Tuesday
4621,Mickey's Pub,14:32,Wednesday
4622,The Admiral Benbow Inn,21:01,Thursday
4623,The Hog's Head Inn,10:57,Thursday
4624,Aunt Charlie's Lounge,02:03,Wednesday
4625,Atomic Liquors,02:25,Monday
4626,The Jack Saloon,22:32,Saturday
4627,Mystic Island Casino,13:19,Tuesday
4628,Fireside Bar,02:20,Saturday
4629,The Monk's Kettle,15:09,Thursday
4630,Tin 'n' Lint,16:03,Wednesday
4631,Seven Grand,15:33,Wednesday
4632,The Grackle,11:07,Friday
4633,Boar's Head Tavern,21:21,Friday
4634,Hazel Southern Bar,14:09,Saturday
4635,The Store,21:40,Sunday
4636,Knomad Bar,19:51,Thursday
4637,Lil Phil's Grill,02:14,Wednesday
4638,Steve Vo's,02:16,Monday
4639,The Drunken Clam,18:01,Friday
4640,Holy Water,18:00,Sunday
4641,Scarlet Pub,13:16,Wednesday
4642,Pacific Cocktail Haven,15:25,Saturday
4643,The Alembic,11:54,Tuesday
4644,Element,13:44,Friday
4645,Boar's Head Tavern,21:14,Tuesday
4646,Club Sugar Ray,18:49,Thursday
4647,Rick's Cafe Americanain,00:05,Friday
4648,Kelly's Korner,15:34,Thursday
4649,Blondie's Bar,02:43,Thursday
4650,Noc Noc,23:17,Thursday
4651,Leaky Faucet,18:21,Wednesday
4652,Brass Tracks,12:04,Tuesday
4653,Otto's Shrunken Head,18:10,Thursday
4654,The Store,15:47,Sunday
4655,The Green Dragon Inn,11:37,Wednesday
4656,Cajun Cabin,00:44,Friday
4657,Friends Bar,13:15,Sunday
4658,Novela,19:39,Friday
4659,Munden's Bar,22:45,Friday
4660,Bernie's Burger Bus,15:17,Sunday
4661,Burnt Toast,18:07,Wednesday
4662,The Dogg House,19:42,Thursday
4663,95 Slide,22:58,Saturday
4664,Lighthouse Bar and Grill,16:52,Thursday
4665,Zam Zam,00:51,Monday
4666,Whitechapel,11:52,Sunday
4667,The Bar,00:37,Monday
4668,Madrone Art Bar,10:38,Tuesday
4669,Local Edition,21:38,Thursday
4670,The Townsend,20:56,Thursday
4671,Brotherhood of Thieves,19:52,Sunday
4672,Meibeyer's,10:36,Sunday
4673,The Roosevelt Room,17:32,Tuesday
4674,Zeitgeist,18:52,Friday
4675,Ray's Happy Birthday Bar,16:36,Saturday
4676,Inky Stink,20:59,Friday
4677,The People's Republik,01:35,Tuesday
4678,Wilma's,17:58,Friday
4679,Bada Bing!,15:44,Wednesday
4680,Brotherhood of Thieves,23:53,Friday
4681,Bada Bing!,11:15,Friday
4682,Jalapeno Brothers,20:15,Friday
4683,Craft Pride,02:03,Friday
4684,The Chapel,15:38,Sunday
4685,Jimmy D's,13:06,Sunday
4686,Tabard Inn,14:29,Tuesday
4687,The Dexter Lake Club,02:21,Saturday
4688,O'Malley's Bar,16:41,Sunday
4689,The Hog's Head Inn,02:32,Monday
4690,Noc Noc,16:37,Thursday
4691,Burnt Toast,02:47,Monday
4692,Zam Zam,16:02,Monday
4693,The Beer Hall,16:02,Monday
4694,Gaston's,13:39,Saturday
4695,The Monkey Farm Cafe,12:36,Thursday
4696,Clydz,15:45,Friday
4697,The Snakehole,15:48,Sunday
4698,Comstock Saloon,20:46,Friday
4699,Zeitgeist,01:00,Thursday
4700,Mos Eisley Cantina,01:14,Sunday
4701,Oddjob,00:52,Thursday
