bar,item,price
Maccadam's Old Oil House,Guinness,7
Maccadam's Old Oil House,Hop Head Red,8
Maccadam's Old Oil House,Hefeweizen,6
Maccadam's Old Oil House,Anchor Steam Beer,5
Maccadam's Old Oil House,Lone Star,4
Maccadam's Old Oil House,Dale's Pale Ale,6
Maccadam's Old Oil House,Schnickelfritz,6
Maccadam's Old Oil House,Grilled Cheese,8
Maccadam's Old Oil House,Dumplings,6
Maccadam's Old Oil House,Cheesecake,6
Maccadam's Old Oil House,Buffalo Chicken Sandwich,11
Maccadam's Old Oil House,Mountain Dew,12
Maccadam's Old Oil House,Cheesecake,9
Maccadam's Old Oil House,Nachos,8
Maccadam's Old Oil House,Penne Vodka,8
Maccadam's Old Oil House,Hamburger,11
Maccadam's Old Oil House,Goldfish,11
Maccadam's Old Oil House,Pancakes,9
The Drunken Clam,Brooklyn Brewery Lager,5
The Drunken Clam,Budweiser,6
The Drunken Clam,Miller Light,3
The Drunken Clam,Blue Moon,4
The Drunken Clam,Honry Devil,5
The Drunken Clam,Allagash White,8
The Drunken Clam,Abner,4
The Drunken Clam,Pipeworks Citra,5
The Drunken Clam,Allagash White,4
The Drunken Clam,Budweiser,6
The Drunken Clam,Upslope Brown Ale,6
The Drunken Clam,Dos Equis,4
The Drunken Clam,Allagash White,4
The Drunken Clam,Upslope Brown Ale,6
The Drunken Clam,Upslope Brown Ale,7
The Drunken Clam,Cold Mountain Winter Ale,8
The Drunken Clam,Union Jack,7
The Drunken Clam,Lone Star,3
The Drunken Clam,Fat Tire,5
The Drunken Clam,Blind Pig IPA,5
The Drunken Clam,Upslope Brown Ale,3
The Drunken Clam,Anchor Steam Beer,5
The Drunken Clam,Focal Banger,6
The Drunken Clam,La Roja,6
The Drunken Clam,Corona,5
The Drunken Clam,Abner,3
The Drunken Clam,La Roja,8
The Drunken Clam,Red Stripe,4
The Drunken Clam,Heineken,6
The Drunken Clam,Surly Brewing Darkness,4
The Drunken Clam,Saison Rue,6
The Drunken Clam,Miller Light,3
The Drunken Clam,Fat Sandwich,10
The Drunken Clam,Soup,12
The Drunken Clam,Frie,7
The Drunken Clam,Nachos,11
The Drunken Clam,Calamari,9
The Drunken Clam,Hot Dog,9
The Drunken Clam,Spaghetti,12
The Drunken Clam,Buffalo Chicken Sandwich,7
Playaz Club,Vanilla Porter,6
Playaz Club,Guinness,5
Playaz Club,Nugget Nectar,7
Playaz Club,Pilsner,5
Playaz Club,Abner,8
Playaz Club,Pabst Blue Ribbon,8
Playaz Club,Icehouse,7
Playaz Club,Anchor Steam Beer,8
Playaz Club,Landshark Lager,5
Playaz Club,Hop Slam,4
Playaz Club,Bell's Two Hearted,7
Playaz Club,Pabst Blue Ribbon,7
Playaz Club,Upslope Brown Ale,7
Playaz Club,Celis White,5
Playaz Club,Dale's Pale Ale,6
Playaz Club,Vanilla Porter,3
Playaz Club,Hoegaarden,7
Playaz Club,Bell's Two Hearted,8
Playaz Club,Lone Star,4
Playaz Club,Coors,3
Playaz Club,Saison Rue,7
Playaz Club,Upslope Brown Ale,4
Playaz Club,Surly Brewing Darkness,8
Playaz Club,Allagash White,7
Playaz Club,Hop Head Red,4
Playaz Club,Pilsner,8
Playaz Club,Guinness,3
Playaz Club,Budweiser,3
Playaz Club,Fat Sandwich,8
Playaz Club,Buffalo Chicken Sandwich,6
Playaz Club,Grilled Cheese,7
Playaz Club,Coffee,6
Playaz Club,Key Lime Pie,7
Playaz Club,Soup,11
Playaz Club,Frie,8
Playaz Club,Key Lime Pie,11
Playaz Club,Crab,6
Playaz Club,Goldfish,11
Playaz Club,Grilled Cheese,9
Cockatoo Inn,Surly Brewing Darkness,8
Cockatoo Inn,Union Jack,8
Cockatoo Inn,Blue Moon,6
Cockatoo Inn,Landshark Lager,6
Cockatoo Inn,Shakespeare Oatmeal Stout,8
Cockatoo Inn,Lone Star,5
Cockatoo Inn,Stella Artios,3
Cockatoo Inn,Heineken,5
Cockatoo Inn,Landshark Lager,3
Cockatoo Inn,Bitter American,6
Cockatoo Inn,Hop Slam,7
Cockatoo Inn,Abner,8
Cockatoo Inn,Craftsman Cabernale,4
Cockatoo Inn,Stella Artios,8
Cockatoo Inn,Fullsteam Carver,3
Cockatoo Inn,Shakespeare Oatmeal Stout,7
Cockatoo Inn,Guinness,4
Cockatoo Inn,Upslope Brown Ale,8
Cockatoo Inn,Craftsman Cabernale,3
Cockatoo Inn,Saison Rue,3
Cockatoo Inn,La Roja,3
Cockatoo Inn,Stella Artios,8
Cockatoo Inn,Craftsman Cabernale,5
Cockatoo Inn,Dos Equis,5
Cockatoo Inn,Pabst Blue Ribbon,4
Cockatoo Inn,Vanilla Porter,3
Cockatoo Inn,Celis White,8
Cockatoo Inn,Pabst Blue Ribbon,5
Cockatoo Inn,Coors,7
Cockatoo Inn,Guinness,8
Cockatoo Inn,Lone Star,7
Cockatoo Inn,Lone Star,6
Cockatoo Inn,Waffle,9
Cockatoo Inn,Fat Sandwich,8
Cockatoo Inn,Pretzels,9
Cockatoo Inn,Frie,8
Cockatoo Inn,Buffalo Chicken Sandwich,10
Cockatoo Inn,Bacon Egg and Cheese,9
Cockatoo Inn,Dumplings,7
Cockatoo Inn,Grilled Cheese,7
Munden's Bar,Hop Head Red,7
Munden's Bar,Shakespeare Oatmeal Stout,3
Munden's Bar,Dale's Pale Ale,3
Munden's Bar,Schnickelfritz,4
Munden's Bar,Focal Banger,8
Munden's Bar,Tsingtao,7
Munden's Bar,Bell's Two Hearted,8
Munden's Bar,Fullsteam Carver,7
Munden's Bar,Shakespeare Oatmeal Stout,5
Munden's Bar,Union Jack,3
Munden's Bar,Fat Tire,5
Munden's Bar,Pipeworks Citra,7
Munden's Bar,Shakespeare Oatmeal Stout,3
Munden's Bar,PseudoSue,8
Munden's Bar,Miller Light,8
Munden's Bar,Focal Banger,5
Munden's Bar,Tsingtao,5
Munden's Bar,Brooklyn Brewery Lager,5
Munden's Bar,Heineken,4
Munden's Bar,Honry Devil,8
Munden's Bar,Allagash White,7
Munden's Bar,Celis White,7
Munden's Bar,Nugget Nectar,8
Munden's Bar,Fat Tire,6
Munden's Bar,Hoegaarden,4
Munden's Bar,Dos Equis,3
Munden's Bar,Hop Slam,5
Munden's Bar,Brooklyn Brewery Lager,3
Munden's Bar,Gose,8
Munden's Bar,Corona,5
Munden's Bar,Lemonade,9
Munden's Bar,Dumplings,10
Munden's Bar,Frie,9
Munden's Bar,Coffee,12
Munden's Bar,Frie,11
Munden's Bar,Pretzels,10
Munden's Bar,Soup,6
Munden's Bar,Lemonade,9
Munden's Bar,Cheesecake,7
The Brick,Red Stripe,6
The Brick,Miller Light,3
The Brick,Fancy Lawnmower,5
The Brick,Schnickelfritz,4
The Brick,Landshark Lager,5
The Brick,Fancy Lawnmower,8
The Brick,Celis White,6
The Brick,Samuel Adams,4
The Brick,Vanilla Porter,6
The Brick,Allagash White,7
The Brick,Dogfish Head,6
The Brick,Cold Mountain Winter Ale,8
The Brick,Surly Brewing Darkness,4
The Brick,Heineken,8
The Brick,Pabst Blue Ribbon,5
The Brick,Honry Devil,6
The Brick,Samuel Adams,3
The Brick,Miller Light,8
The Brick,Dos Equis,7
The Brick,La Roja,3
The Brick,Dogfish Head,4
The Brick,La Roja,7
The Brick,Stella Artios,7
The Brick,Vanilla Porter,3
The Brick,Surly Brewing Darkness,3
The Brick,Dos Equis,8
The Brick,Dogfish Head,7
The Brick,Dos Equis,6
The Brick,Heineken,7
The Brick,Hop Head Red,5
The Brick,Hop Head Red,7
The Brick,Landshark Lager,5
The Brick,Bell's Two Hearted,3
The Brick,Hot Dog,6
The Brick,Pancakes,6
The Brick,Soup,9
The Brick,Frie,9
The Brick,Cheesecake,7
The Brick,Hot Dog,9
The Brick,Lemonade,6
The Crow & Crown,Shakespeare Oatmeal Stout,6
The Crow & Crown,Corona,8
The Crow & Crown,Miller Light,3
The Crow & Crown,Schnickelfritz,5
The Crow & Crown,Focal Banger,8
The Crow & Crown,Hop Slam,4
The Crow & Crown,Schnickelfritz,3
The Crow & Crown,La Roja,4
The Crow & Crown,Budweiser,4
The Crow & Crown,Landshark Lager,4
The Crow & Crown,Icehouse,4
The Crow & Crown,Dale's Pale Ale,6
The Crow & Crown,Landshark Lager,3
The Crow & Crown,Abner,5
The Crow & Crown,Upslope Brown Ale,8
The Crow & Crown,Craftsman Cabernale,5
The Crow & Crown,Guinness,6
The Crow & Crown,Icehouse,8
The Crow & Crown,Focal Banger,7
The Crow & Crown,Corona,8
The Crow & Crown,Dale's Pale Ale,7
The Crow & Crown,Heineken,5
The Crow & Crown,Focal Banger,8
The Crow & Crown,Pabst Blue Ribbon,5
The Crow & Crown,Lone Star,6
The Crow & Crown,Hop Head Red,3
The Crow & Crown,Hop Slam,6
The Crow & Crown,PseudoSue,3
The Crow & Crown,Bell's Two Hearted,4
The Crow & Crown,La Roja,3
The Crow & Crown,Red Stripe,8
The Crow & Crown,Saison Rue,5
The Crow & Crown,Coffee,8
The Crow & Crown,Cheesecake,11
The Crow & Crown,Frie,9
The Crow & Crown,Chocolate Cake,9
The Crow & Crown,Pretzels,10
The Crow & Crown,Mac n Cheese,10
The Crow & Crown,Coke,12
The Crow & Crown,Cheesecake,10
Tabard Inn,Craftsman Cabernale,6
Tabard Inn,Hop Slam,8
Tabard Inn,Gose,3
Tabard Inn,Anchor Steam Beer,7
Tabard Inn,Dos Equis,7
Tabard Inn,Tsingtao,4
Tabard Inn,Pipeworks Citra,5
Tabard Inn,Surly Brewing Darkness,3
Tabard Inn,Focal Banger,3
Tabard Inn,Fancy Lawnmower,3
Tabard Inn,Bitter American,6
Tabard Inn,Bell's Two Hearted,4
Tabard Inn,Honry Devil,7
Tabard Inn,Heineken,6
Tabard Inn,Gose,6
Tabard Inn,Pilsner,8
Tabard Inn,Dos Equis,6
Tabard Inn,Gose,8
Tabard Inn,Cold Mountain Winter Ale,3
Tabard Inn,Craftsman Cabernale,8
Tabard Inn,Hefeweizen,6
Tabard Inn,Pipeworks Citra,4
Tabard Inn,Focal Banger,8
Tabard Inn,Hefeweizen,3
Tabard Inn,Surly Brewing Darkness,4
Tabard Inn,Key Lime Pie,8
Tabard Inn,Pancakes,6
Tabard Inn,Bacon Egg and Cheese,11
Tabard Inn,Spaghetti,8
Tabard Inn,Fat Sandwich,7
Tabard Inn,Fat Sandwich,8
Tabard Inn,Goldfish,12
Tabard Inn,Hamburger,11
Tabard Inn,Crab,7
The Hip Joint,Vanilla Porter,7
The Hip Joint,Brooklyn Brewery Lager,5
The Hip Joint,Celis White,7
The Hip Joint,Union Jack,7
The Hip Joint,Dogfish Head,7
The Hip Joint,Tsingtao,8
The Hip Joint,Bitter American,7
The Hip Joint,Saison Rue,6
The Hip Joint,Fancy Lawnmower,3
The Hip Joint,Hefeweizen,3
The Hip Joint,Dale's Pale Ale,8
The Hip Joint,PseudoSue,4
The Hip Joint,Pipeworks Citra,6
The Hip Joint,Upslope Brown Ale,8
The Hip Joint,Anchor Steam Beer,8
The Hip Joint,Dale's Pale Ale,7
The Hip Joint,Hoegaarden,3
The Hip Joint,Blue Moon,8
The Hip Joint,Bell's Two Hearted,8
The Hip Joint,Dogfish Head,6
The Hip Joint,Stella Artios,6
The Hip Joint,Hefeweizen,6
The Hip Joint,Pipeworks Citra,3
The Hip Joint,Nugget Nectar,5
The Hip Joint,Schnickelfritz,3
The Hip Joint,Anchor Steam Beer,8
The Hip Joint,Bell's Two Hearted,6
The Hip Joint,Corona,6
The Hip Joint,Surly Brewing Darkness,4
The Hip Joint,Brooklyn Brewery Lager,7
The Hip Joint,Cheesecake,11
The Hip Joint,Mac n Cheese,10
The Hip Joint,Pancakes,6
The Hip Joint,Nachos,10
The Hip Joint,Hamburger,11
The Hip Joint,French Dip,10
The Hip Joint,Fat Sandwich,10
The Hip Joint,Hot Dog,8
Gaston's,Shakespeare Oatmeal Stout,8
Gaston's,Fullsteam Carver,4
Gaston's,Hop Slam,4
Gaston's,Pabst Blue Ribbon,4
Gaston's,Hop Head Red,8
Gaston's,Red Stripe,7
Gaston's,Craftsman Cabernale,6
Gaston's,Icehouse,3
Gaston's,Hop Slam,8
Gaston's,Lone Star,7
Gaston's,Hefeweizen,3
Gaston's,Coors,4
Gaston's,Surly Brewing Darkness,5
Gaston's,Stella Artios,8
Gaston's,Pilsner,5
Gaston's,Landshark Lager,8
Gaston's,Lone Star,5
Gaston's,Uncle Jacob's Stout,3
Gaston's,Anchor Steam Beer,3
Gaston's,Dos Equis,6
Gaston's,Landshark Lager,6
Gaston's,Heineken,4
Gaston's,Celis White,6
Gaston's,Fullsteam Carver,5
Gaston's,Uncle Jacob's Stout,3
Gaston's,Heineken,5
Gaston's,Bell's Two Hearted,7
Gaston's,Lone Star,7
Gaston's,Allagash White,5
Gaston's,Chocolate Cake,8
Gaston's,Cheesesteak,12
Gaston's,Penne Vodka,9
Gaston's,Spaghetti,10
Gaston's,Crab,10
Gaston's,Hot Dog,9
Gaston's,Cheesesteak,7
Gaston's,Pancakes,9
Levy's,Nugget Nectar,5
Levy's,Nugget Nectar,6
Levy's,Focal Banger,7
Levy's,Coors,3
Levy's,Icehouse,8
Levy's,Brooklyn Brewery Lager,8
Levy's,Focal Banger,6
Levy's,Vanilla Porter,8
Levy's,Cold Mountain Winter Ale,4
Levy's,Lone Star,7
Levy's,Dos Equis,8
Levy's,Schnickelfritz,8
Levy's,Miller Light,8
Levy's,Coors,7
Levy's,Hop Head Red,5
Levy's,Budweiser,8
Levy's,Gose,3
Levy's,Vanilla Porter,6
Levy's,Pipeworks Citra,8
Levy's,Hoegaarden,3
Levy's,Saison Rue,5
Levy's,Schnickelfritz,5
Levy's,Anchor Steam Beer,7
Levy's,Miller Light,5
Levy's,Shakespeare Oatmeal Stout,5
Levy's,Hop Slam,5
Levy's,Focal Banger,7
Levy's,Anchor Steam Beer,4
Levy's,Pilsner,4
Levy's,Cheesesteak,6
Levy's,Chocolate Cake,7
Levy's,Pancakes,10
Levy's,Lemonade,11
Levy's,Wings,7
Levy's,Wings,10
Levy's,Chocolate Cake,9
The Admiral Benbow Inn,La Roja,3
The Admiral Benbow Inn,Fullsteam Carver,6
The Admiral Benbow Inn,Anchor Steam Beer,3
The Admiral Benbow Inn,Dale's Pale Ale,5
The Admiral Benbow Inn,Pilsner,6
The Admiral Benbow Inn,Lone Star,5
The Admiral Benbow Inn,Nugget Nectar,7
The Admiral Benbow Inn,Allagash White,8
The Admiral Benbow Inn,La Roja,4
The Admiral Benbow Inn,Fullsteam Carver,4
The Admiral Benbow Inn,Pipeworks Citra,8
The Admiral Benbow Inn,Honry Devil,7
The Admiral Benbow Inn,Brooklyn Brewery Lager,4
The Admiral Benbow Inn,Corona,5
The Admiral Benbow Inn,Honry Devil,8
The Admiral Benbow Inn,Heineken,4
The Admiral Benbow Inn,Anchor Steam Beer,4
The Admiral Benbow Inn,Dale's Pale Ale,5
The Admiral Benbow Inn,Craftsman Cabernale,3
The Admiral Benbow Inn,Red Stripe,6
The Admiral Benbow Inn,Cold Mountain Winter Ale,4
The Admiral Benbow Inn,Lone Star,3
The Admiral Benbow Inn,Fat Tire,6
The Admiral Benbow Inn,Fullsteam Carver,4
The Admiral Benbow Inn,Anchor Steam Beer,5
The Admiral Benbow Inn,Miller Light,4
The Admiral Benbow Inn,Red Stripe,6
The Admiral Benbow Inn,Bell's Two Hearted,3
The Admiral Benbow Inn,Tsingtao,8
The Admiral Benbow Inn,Uncle Jacob's Stout,6
The Admiral Benbow Inn,Fullsteam Carver,4
The Admiral Benbow Inn,Landshark Lager,7
The Admiral Benbow Inn,Corona,3
The Admiral Benbow Inn,Fat Sandwich,7
The Admiral Benbow Inn,Pancakes,8
The Admiral Benbow Inn,Wings,7
The Admiral Benbow Inn,French Dip,8
The Admiral Benbow Inn,Mac n Cheese,11
The Admiral Benbow Inn,Hamburger,8
The Admiral Benbow Inn,Pancakes,8
The Admiral Benbow Inn,Pancakes,9
The Admiral Benbow Inn,Calamari,12
The Admiral Benbow Inn,Cheesecake,6
The Admiral Benbow Inn,Pretzels,12
Kelly's Korner,Pipeworks Citra,4
Kelly's Korner,Miller Light,5
Kelly's Korner,Craftsman Cabernale,8
Kelly's Korner,Pilsner,7
Kelly's Korner,Landshark Lager,5
Kelly's Korner,Union Jack,6
Kelly's Korner,Union Jack,4
Kelly's Korner,Heineken,4
Kelly's Korner,Blue Moon,4
Kelly's Korner,Dale's Pale Ale,4
Kelly's Korner,Anchor Steam Beer,3
Kelly's Korner,Blue Moon,7
Kelly's Korner,Craftsman Cabernale,4
Kelly's Korner,Coors,5
Kelly's Korner,Stella Artios,4
Kelly's Korner,Blind Pig IPA,5
Kelly's Korner,Upslope Brown Ale,5
Kelly's Korner,Blue Moon,5
Kelly's Korner,Union Jack,3
Kelly's Korner,Hefeweizen,5
Kelly's Korner,Hefeweizen,8
Kelly's Korner,Pipeworks Citra,8
Kelly's Korner,Cold Mountain Winter Ale,6
Kelly's Korner,Dogfish Head,7
Kelly's Korner,Bell's Two Hearted,4
Kelly's Korner,Dogfish Head,5
Kelly's Korner,Saison Rue,3
Kelly's Korner,Vanilla Porter,7
Kelly's Korner,PseudoSue,7
Kelly's Korner,Samuel Adams,4
Kelly's Korner,Heineken,8
Kelly's Korner,Cold Mountain Winter Ale,7
Kelly's Korner,Brooklyn Brewery Lager,5
Kelly's Korner,Buffalo Chicken Sandwich,6
Kelly's Korner,Mountain Dew,9
Kelly's Korner,Grilled Cheese,12
Kelly's Korner,Dumplings,10
Kelly's Korner,Lobster,12
Kelly's Korner,Calamari,10
Kelly's Korner,Pretzels,9
Kelly's Korner,Key Lime Pie,8
Kelly's Korner,Frie,9
Kelly's Korner,Cheesecake,8
Kelly's Korner,Cheesesteak,6
Ink and Paint Club,Gose,8
Ink and Paint Club,Hoegaarden,7
Ink and Paint Club,Schnickelfritz,6
Ink and Paint Club,Hop Slam,3
Ink and Paint Club,Hop Head Red,3
Ink and Paint Club,Hefeweizen,5
Ink and Paint Club,Hop Head Red,4
Ink and Paint Club,PseudoSue,4
Ink and Paint Club,Heineken,6
Ink and Paint Club,Lone Star,7
Ink and Paint Club,Nugget Nectar,5
Ink and Paint Club,Dos Equis,6
Ink and Paint Club,Celis White,8
Ink and Paint Club,Uncle Jacob's Stout,7
Ink and Paint Club,Abner,3
Ink and Paint Club,Samuel Adams,3
Ink and Paint Club,Coors,3
Ink and Paint Club,Guinness,4
Ink and Paint Club,Abner,6
Ink and Paint Club,Fullsteam Carver,7
Ink and Paint Club,Anchor Steam Beer,5
Ink and Paint Club,Celis White,5
Ink and Paint Club,Bitter American,5
Ink and Paint Club,Shakespeare Oatmeal Stout,3
Ink and Paint Club,Vanilla Porter,5
Ink and Paint Club,Surly Brewing Darkness,5
Ink and Paint Club,Pipeworks Citra,5
Ink and Paint Club,Fullsteam Carver,3
Ink and Paint Club,Uncle Jacob's Stout,4
Ink and Paint Club,Pabst Blue Ribbon,4
Ink and Paint Club,Lobster,8
Ink and Paint Club,Spaghetti,11
Ink and Paint Club,Key Lime Pie,8
Ink and Paint Club,Chocolate Cake,8
Ink and Paint Club,Soup,12
Ink and Paint Club,Bacon Egg and Cheese,11
Ink and Paint Club,Hamburger,6
Volpe's,Honry Devil,8
Volpe's,Schnickelfritz,5
Volpe's,Fullsteam Carver,7
Volpe's,Dogfish Head,5
Volpe's,Bitter American,4
Volpe's,Uncle Jacob's Stout,6
Volpe's,Hop Slam,5
Volpe's,Pipeworks Citra,7
Volpe's,Cold Mountain Winter Ale,4
Volpe's,Union Jack,7
Volpe's,Vanilla Porter,3
Volpe's,Anchor Steam Beer,8
Volpe's,Vanilla Porter,8
Volpe's,Hefeweizen,8
Volpe's,Dogfish Head,7
Volpe's,PseudoSue,3
Volpe's,Vanilla Porter,4
Volpe's,Budweiser,7
Volpe's,Pilsner,4
Volpe's,Vanilla Porter,4
Volpe's,Honry Devil,6
Volpe's,Blue Moon,6
Volpe's,Anchor Steam Beer,8
Volpe's,Bell's Two Hearted,7
Volpe's,Bell's Two Hearted,3
Volpe's,Guinness,3
Volpe's,La Roja,8
Volpe's,Uncle Jacob's Stout,4
Volpe's,Hefeweizen,7
Volpe's,Surly Brewing Darkness,5
Volpe's,Nachos,10
Volpe's,Pretzels,10
Volpe's,Lemonade,6
Volpe's,Dumplings,9
Volpe's,Nachos,12
Volpe's,Chocolate Cake,7
Volpe's,Spaghetti,9
Volpe's,Cheesecake,7
Volpe's,Chocolate Cake,10
Volpe's,Coffee,7
Harry Hope's Saloon,La Roja,4
Harry Hope's Saloon,Blue Moon,5
Harry Hope's Saloon,Guinness,3
Harry Hope's Saloon,Fullsteam Carver,3
Harry Hope's Saloon,Shakespeare Oatmeal Stout,4
Harry Hope's Saloon,Corona,3
Harry Hope's Saloon,Coors,8
Harry Hope's Saloon,Hop Slam,5
Harry Hope's Saloon,Blue Moon,5
Harry Hope's Saloon,Schnickelfritz,4
Harry Hope's Saloon,Bitter American,6
Harry Hope's Saloon,Honry Devil,8
Harry Hope's Saloon,Icehouse,8
Harry Hope's Saloon,Fancy Lawnmower,6
Harry Hope's Saloon,PseudoSue,7
Harry Hope's Saloon,Cold Mountain Winter Ale,5
Harry Hope's Saloon,Hefeweizen,7
Harry Hope's Saloon,Dogfish Head,8
Harry Hope's Saloon,Dos Equis,5
Harry Hope's Saloon,Fat Tire,6
Harry Hope's Saloon,Tsingtao,6
Harry Hope's Saloon,Dogfish Head,6
Harry Hope's Saloon,Blue Moon,7
Harry Hope's Saloon,Allagash White,7
Harry Hope's Saloon,Uncle Jacob's Stout,7
Harry Hope's Saloon,Crab,8
Harry Hope's Saloon,Penne Vodka,6
Harry Hope's Saloon,Cheesesteak,9
Harry Hope's Saloon,Penne Vodka,9
Harry Hope's Saloon,Soup,11
Harry Hope's Saloon,Frie,11
Harry Hope's Saloon,Lemonade,8
Harry Hope's Saloon,Dumplings,9
O'Malley's Bar,Surly Brewing Darkness,3
O'Malley's Bar,Allagash White,5
O'Malley's Bar,La Roja,4
O'Malley's Bar,Honry Devil,8
O'Malley's Bar,Uncle Jacob's Stout,3
O'Malley's Bar,Honry Devil,4
O'Malley's Bar,Saison Rue,5
O'Malley's Bar,Surly Brewing Darkness,3
O'Malley's Bar,Union Jack,8
O'Malley's Bar,Dos Equis,4
O'Malley's Bar,PseudoSue,7
O'Malley's Bar,Upslope Brown Ale,3
O'Malley's Bar,Bitter American,5
O'Malley's Bar,Nugget Nectar,8
O'Malley's Bar,Miller Light,5
O'Malley's Bar,Upslope Brown Ale,6
O'Malley's Bar,PseudoSue,4
O'Malley's Bar,Fat Tire,5
O'Malley's Bar,Tsingtao,4
O'Malley's Bar,PseudoSue,3
O'Malley's Bar,Stella Artios,6
O'Malley's Bar,Surly Brewing Darkness,5
O'Malley's Bar,Blue Moon,4
O'Malley's Bar,Upslope Brown Ale,5
O'Malley's Bar,Blind Pig IPA,7
O'Malley's Bar,Shakespeare Oatmeal Stout,3
O'Malley's Bar,Hefeweizen,4
O'Malley's Bar,Corona,7
O'Malley's Bar,Samuel Adams,7
O'Malley's Bar,Dumplings,7
O'Malley's Bar,Waffle,7
O'Malley's Bar,Waffle,9
O'Malley's Bar,Coke,12
O'Malley's Bar,Lemonade,10
O'Malley's Bar,Goldfish,8
O'Malley's Bar,Grilled Cheese,12
O'Malley's Bar,Hot Dog,8
O'Malley's Bar,Crab,10
O'Malley's Bar,Mountain Dew,6
O'Malley's Bar,Key Lime Pie,9
Meibeyer's,Uncle Jacob's Stout,3
Meibeyer's,Vanilla Porter,5
Meibeyer's,Gose,5
Meibeyer's,Pipeworks Citra,4
Meibeyer's,Dale's Pale Ale,4
Meibeyer's,Hoegaarden,6
Meibeyer's,Saison Rue,6
Meibeyer's,Budweiser,7
Meibeyer's,Brooklyn Brewery Lager,3
Meibeyer's,Stella Artios,6
Meibeyer's,Red Stripe,4
Meibeyer's,Pabst Blue Ribbon,7
Meibeyer's,Blind Pig IPA,8
Meibeyer's,Abner,7
Meibeyer's,Samuel Adams,6
Meibeyer's,Celis White,5
Meibeyer's,Red Stripe,5
Meibeyer's,Miller Light,5
Meibeyer's,Schnickelfritz,3
Meibeyer's,Anchor Steam Beer,5
Meibeyer's,Union Jack,8
Meibeyer's,PseudoSue,6
Meibeyer's,Dale's Pale Ale,4
Meibeyer's,Bitter American,4
Meibeyer's,Upslope Brown Ale,3
Meibeyer's,Uncle Jacob's Stout,8
Meibeyer's,Fullsteam Carver,8
Meibeyer's,Dos Equis,4
Meibeyer's,Hop Head Red,3
Meibeyer's,Anchor Steam Beer,4
Meibeyer's,Shakespeare Oatmeal Stout,6
Meibeyer's,Dogfish Head,3
Meibeyer's,Schnickelfritz,6
Meibeyer's,Budweiser,6
Meibeyer's,Cheesecake,10
Meibeyer's,Grilled Cheese,11
Meibeyer's,Chocolate Cake,11
Meibeyer's,Cheesesteak,9
Meibeyer's,Dumplings,12
Meibeyer's,Coffee,11
Meibeyer's,Spaghetti,8
Ten Foward,Hop Head Red,5
Ten Foward,Cold Mountain Winter Ale,8
Ten Foward,Gose,3
Ten Foward,La Roja,5
Ten Foward,Pipeworks Citra,8
Ten Foward,Gose,5
Ten Foward,Samuel Adams,6
Ten Foward,Focal Banger,6
Ten Foward,Fat Tire,7
Ten Foward,Stella Artios,4
Ten Foward,Blue Moon,4
Ten Foward,La Roja,5
Ten Foward,Vanilla Porter,3
Ten Foward,Vanilla Porter,8
Ten Foward,Uncle Jacob's Stout,7
Ten Foward,Fat Tire,5
Ten Foward,Blue Moon,3
Ten Foward,Fullsteam Carver,8
Ten Foward,Dale's Pale Ale,8
Ten Foward,Dogfish Head,3
Ten Foward,La Roja,6
Ten Foward,Fullsteam Carver,3
Ten Foward,Shakespeare Oatmeal Stout,3
Ten Foward,Samuel Adams,6
Ten Foward,Dos Equis,6
Ten Foward,Bell's Two Hearted,7
Ten Foward,Dos Equis,4
Ten Foward,Pipeworks Citra,8
Ten Foward,Pipeworks Citra,6
Ten Foward,Saison Rue,4
Ten Foward,French Dip,8
Ten Foward,Soup,7
Ten Foward,Spaghetti,6
Ten Foward,Spaghetti,8
Ten Foward,Cheesesteak,8
Ten Foward,Mountain Dew,12
Ten Foward,Cheesesteak,10
Ten Foward,French Dip,12
Ten Foward,Fat Sandwich,12
Ten Foward,Pretzels,7
Ten Foward,Waffle,10
The Green Dragon Inn,Red Stripe,3
The Green Dragon Inn,Pipeworks Citra,7
The Green Dragon Inn,Anchor Steam Beer,7
The Green Dragon Inn,Bitter American,6
The Green Dragon Inn,Dogfish Head,8
The Green Dragon Inn,Miller Light,8
The Green Dragon Inn,Lone Star,3
The Green Dragon Inn,Icehouse,7
The Green Dragon Inn,Guinness,6
The Green Dragon Inn,Anchor Steam Beer,6
The Green Dragon Inn,Hoegaarden,5
The Green Dragon Inn,Gose,7
The Green Dragon Inn,Union Jack,8
The Green Dragon Inn,Hop Head Red,5
The Green Dragon Inn,PseudoSue,4
The Green Dragon Inn,Union Jack,4
The Green Dragon Inn,Vanilla Porter,3
The Green Dragon Inn,Anchor Steam Beer,8
The Green Dragon Inn,Heineken,7
The Green Dragon Inn,Miller Light,6
The Green Dragon Inn,Fancy Lawnmower,5
The Green Dragon Inn,Nugget Nectar,6
The Green Dragon Inn,Miller Light,3
The Green Dragon Inn,Pabst Blue Ribbon,6
The Green Dragon Inn,Surly Brewing Darkness,8
The Green Dragon Inn,Allagash White,6
The Green Dragon Inn,Celis White,3
The Green Dragon Inn,Pabst Blue Ribbon,8
The Green Dragon Inn,Dale's Pale Ale,3
The Green Dragon Inn,Cold Mountain Winter Ale,5
The Green Dragon Inn,Landshark Lager,8
The Green Dragon Inn,Miller Light,5
The Green Dragon Inn,French Dip,10
